# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.363877102084e-10       6.968448746292e-15       4.961596918424e-13       0.000000000000e+00       9.022065521962e-09       3.920554003577e-10      -2.470272075595e-12 
    3       1.312059273160e-10       1.200726763270e-14       6.124437388743e-13       0.000000000000e+00       5.637905632256e-09       2.880073546352e-10      -2.184879048387e-12 
    4       1.250735061040e-10       1.433732250922e-14       6.314490742544e-13       0.000000000000e+00       3.932347902407e-09       2.225031737826e-10      -1.761743660925e-12 
    5       1.199630592048e-10       1.360356078705e-14       5.927915584700e-13       0.000000000000e+00       2.936361327430e-09       1.782481705086e-10      -1.328664746173e-12 
    6       1.161152761642e-10       1.080307938990e-14       5.243476666739e-13       0.000000000000e+00       2.294363543688e-09       1.466212339066e-10      -9.292292273554e-13 
    7       1.134397186131e-10       7.381756807662e-15       4.453447391681e-13       0.000000000000e+00       1.850781373317e-09       1.230237136787e-10      -5.867020152261e-13 
    8       1.116798771669e-10       4.472662730012e-15       3.675856386812e-13       0.000000000000e+00       1.528348107982e-09       1.048222561375e-10      -3.120813191015e-13 
    9       1.106613372368e-10       2.584358623137e-15       2.981411550168e-13       0.000000000000e+00       1.285686568434e-09       9.042294773787e-11      -1.081607566537e-13 
   10       1.102652146965e-10       1.664389939361e-15       2.408860537910e-13       0.000000000000e+00       1.098382059919e-09       7.883326983456e-11       2.857577968348e-14 
   11       1.103265146816e-10       1.361734794180e-15       1.976346354438e-13       0.000000000000e+00       9.198038696076e-10       6.958817748825e-11       1.054899604981e-13 
