# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:dd                     4:dT                 
  112       3.145684519165e+03       9.404345418099e-08       3.596681549699e-04 
  113       3.180236282813e+03       9.345982478135e-08       3.560264542154e-04 
  114       3.214933033449e+03       9.288067028873e-08       3.524567920570e-04 
  115       3.249765350232e+03       9.230250522919e-08       3.489532845016e-04 
  116       3.284724045271e+03       9.172200879382e-08       3.455100919087e-04 
  117       3.319804281891e+03       9.114045163484e-08       3.421291408072e-04 
  118       3.355001899993e+03       9.056014445323e-08       3.388135426950e-04 
  119       3.390312118643e+03       8.998310922700e-08       3.355651830471e-04 
  120       3.425729516127e+03       8.941103877629e-08       3.323846363905e-04 
  121       3.461248010015e+03       8.884525448622e-08       3.292710796124e-04 
  122       3.496860837217e+03       8.828666215527e-08       3.262222035015e-04 
  123       3.532560534043e+03       8.773570593781e-08       3.232341225236e-04 
  124       3.568338916265e+03       8.719232034848e-08       3.203012828296e-04 
  125       3.604187059177e+03       8.665588029700e-08       3.174163684974e-04 
  126       3.640095277650e+03       8.612514912128e-08       3.145702060073e-04 
  127       3.676053106197e+03       8.559822458723e-08       3.117516669509e-04 
  128       3.712049279029e+03       8.507248282323e-08       3.089475689725e-04 
  129       3.748072888931e+03       8.454550146140e-08       3.061463728908e-04 
  130       3.784117049963e+03       8.401818856880e-08       3.033501832699e-04 
  131       3.820175600750e+03       8.349222483176e-08       3.005645285184e-04 
  132       3.856241950290e+03       8.296912028312e-08       2.977947128751e-04 
  133       3.892309066452e+03       8.245019220345e-08       2.950457925675e-04 
  134       3.928369464471e+03       8.193654211000e-08       2.923225514623e-04 
  135       3.964415195440e+03       8.142903181940e-08       2.896294762088e-04 
  136       4.000437834810e+03       8.092825856965e-08       2.869707308753e-04 
  137       4.036428470879e+03       8.043452918727e-08       2.843501310768e-04 
  138       4.072377693290e+03       7.994783328535e-08       2.817711175970e-04 
  139       4.108275581526e+03       7.946781547816e-08       2.792367295014e-04 
  140       4.144111693404e+03       7.899374659833e-08       2.767495767439e-04 
  141       4.179875053569e+03       7.852449390198e-08       2.743118122653e-04 
  142       4.215554141992e+03       7.805849024791e-08       2.719251035851e-04 
  143       4.251136882461e+03       7.759370223644e-08       2.695906038852e-04 
  144       4.286611575802e+03       7.712829868195e-08       2.673091100853e-04 
