# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   73       2.564793884608e-10       4.870342768560e-14      -9.325574675536e-13       0.000000000000e+00       2.379357364031e-11       2.962287318649e-12      -9.276728377063e-15 
   74       2.597516706966e-10       5.052905953502e-14      -9.964922942830e-13       0.000000000000e+00       2.303066198282e-11       2.878886033524e-12      -9.346285044869e-15 
   75       2.630540033796e-10       5.238166346910e-14      -1.061939441105e-12       0.000000000000e+00       2.229891683527e-11       2.798937467245e-12      -9.445553407388e-15 
   76       2.663848027893e-10       5.426031900141e-14      -1.128858987173e-12       0.000000000000e+00       2.159455472305e-11       2.722144311388e-12      -9.584423137464e-15 
   77       2.697446864225e-10       5.616344857750e-14      -1.197205491626e-12       0.000000000000e+00       2.091701016276e-11       2.648441903308e-12      -9.758493055133e-15 
   78       2.731346448011e-10       5.808921112614e-14      -1.266929679794e-12       0.000000000000e+00       2.026629167425e-11       2.577792449459e-12      -9.958769097210e-15 
   79       2.765553741541e-10       6.003564155031e-14      -1.337979021869e-12       0.000000000000e+00       1.964202160438e-11       2.510109792218e-12      -1.017511983970e-14 
   80       2.800072588419e-10       6.200064802041e-14      -1.410297691683e-12       0.000000000000e+00       1.904341838261e-11       2.445257242123e-12      -1.039623811320e-14 
   81       2.834903537806e-10       6.398200926736e-14      -1.483826525495e-12       0.000000000000e+00       1.846927877667e-11       2.383045410107e-12      -1.060960261830e-14 
   82       2.870043668667e-10       6.597737187579e-14      -1.558502980766e-12       0.000000000000e+00       1.791796014819e-11       2.323230039727e-12      -1.080143954104e-14 
   83       2.905486414014e-10       6.798424757718e-14      -1.634261094945e-12       0.000000000000e+00       1.738736270830e-11       2.265509839403e-12      -1.095668416825e-14 
   84       2.941225172193e-10       7.000025453827e-14      -1.711038179176e-12       0.000000000000e+00       1.687543988377e-11       2.209598836380e-12      -1.106210456271e-14 
   85       2.977265213592e-10       7.202389311540e-14      -1.788796264697e-12       0.000000000000e+00       1.638186549648e-11       2.155461968778e-12      -1.111635165487e-14 
   86       3.013613434751e-10       7.405389433884e-14      -1.867504152762e-12       0.000000000000e+00       1.590661171863e-11       2.103114756813e-12      -1.112151261369e-14 
   87       3.050274636366e-10       7.608898872532e-14      -1.947131066732e-12       0.000000000000e+00       1.544943679798e-11       2.052551351797e-12      -1.108011146324e-14 
   88       3.087251411180e-10       7.812790767184e-14      -2.027646724053e-12       0.000000000000e+00       1.500987618935e-11       2.003743620835e-12      -1.099512384202e-14 
