# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       1.697472020406e+04       2.474866179264e-06       2.613497675399e+01       6.773295984399e+02       1.454161443133e+04       8.566125181453e-01       2.468543779016e+08       1.494546531735e+01       2.285029998562e+05       1.199215249923e+04       6.020896608818e+04       3.601553394783e-08       1.580712664792e+05       4.587753849228e+05       3.387224215969e-04       2.443504985762e-01 
       1.685668391706e+04       2.508691468254e-06       2.631041577467e+01       6.683109909869e+02       1.454143899231e+04       8.626000501526e-01       2.451349822315e+08       1.504481204509e+01       2.222136320914e+05       1.174373483470e+04       5.896173622344e+04       3.601553394783e-08       1.537204775243e+05       4.466395806739e+05       3.393017228618e-04       2.454491693722e-01 
       1.673946817601e+04       2.542973217026e-06       2.648698594785e+01       6.594145903800e+02       1.454126242214e+04       8.686293757884e-01       2.434275408168e+08       1.514478601760e+01       2.160973645413e+05       1.150046275748e+04       5.774034079437e+04       3.601553394783e-08       1.494894339128e+05       4.348276020060e+05       3.398846267737e-04       2.465523974469e-01 
       1.662306727721e+04       2.577717473395e-06       2.666469399214e+01       6.506387229009e+02       1.454108471409e+04       8.747007860122e-01       2.417319705706e+08       1.524539077970e+01       2.101494332484e+05       1.126222969095e+04       5.654424471195e+04       3.601553394783e-08       1.453748400868e+05       4.233307477381e+05       3.404711593283e-04       2.476601831474e-01 
       1.650747555656e+04       2.612930363226e-06       2.684354665929e+01       6.419817378866e+02       1.454090586142e+04       8.808145737991e-01       2.400481889836e+08       1.534662989121e+01       2.043652053606e+05       1.102893126581e+04       5.537292396962e+04       3.601553394783e-08       1.413734911838e+05       4.121405517799e+05       3.410613467070e-04       2.487725265995e-01 
       1.639268738937e+04       2.648618091404e-06       2.702355073429e+01       6.334420074104e+02       1.454072585735e+04       8.869710341540e-01       2.383761141200e+08       1.544850692695e+01       1.987401755241e+05       1.080046527441e+04       5.422586541367e+04       3.601553394783e-08       1.374822705399e+05       4.012487767521e+05       3.416552152774e-04       2.498894277053e-01 
       1.627869719004e+04       2.684786942817e-06       2.720471303547e+01       6.250179259680e+02       1.454054469505e+04       8.931704641253e-01       2.367156646136e+08       1.555102547673e+01       1.932699623738e+05       1.057673162595e+04       5.310256651851e+04       3.601553394783e-08       1.336981472630e+05       3.906474077813e+05       3.422527915956e-04       2.510108861421e-01 
       1.616549941179e+04       2.721443283350e-06       2.738704041456e+01       6.167079101679e+02       1.454036236767e+04       8.994131628190e-01       2.350667596641e+08       1.565418914537e+01       1.879503051217e+05       1.035763230265e+04       5.200253516658e+04       3.601553394783e-08       1.300181738727e+05       3.803286464636e+05       3.428541024067e-04       2.521369013601e-01 
       1.605308854640e+04       2.758593560888e-06       2.757053975683e+01       6.085103984257e+02       1.454017886833e+04       9.056994314129e-01       2.334293190326e+08       1.575800155266e+01       1.827770602384e+05       1.014307131682e+04       5.092528943273e+04       3.601553394783e-08       1.264394840042e+05       3.702849049922e+05       3.434591746468e-04       2.532674725808e-01 
       1.594145912395e+04       2.796244306333e-06       2.775521798108e+01       6.004238506631e+02       1.453999419010e+04       9.120295731706e-01       2.318032630381e+08       1.586246633341e+01       1.777461982265e+05       9.932954668818e+03       4.987035737318e+04       3.601553394783e-08       1.229592901765e+05       3.605088004451e+05       3.440680354438e-04       2.544025987952e-01 
       1.583060571253e+04       2.834402134634e-06       2.794108203986e+01       5.924467480107e+02       1.453980832604e+04       9.184038934560e-01       2.301885125536e+08       1.596758713742e+01       1.728538004823e+05       9.727190305846e+03       4.883727681878e+04       3.601553394783e-08       1.195748816216e+05       3.509931492285e+05       3.446807121189e-04       2.555422787621e-01 
       1.572052291799e+04       2.873073745828e-06       2.812813891942e+01       5.845775925152e+02       1.453962126916e+04       9.248226997479e-01       2.285849890021e+08       1.607336762948e+01       1.680960562438e+05       9.525688081670e+03       4.782559517257e+04       3.601553394783e-08       1.162836221728e+05       3.417309616709e+05       3.452972321883e-04       2.566865110062e-01 
       1.561120538370e+04       2.912265926089e-06       2.831639563988e+01       5.768149068503e+02       1.453943301244e+04       9.312863016540e-01       2.269926143528e+08       1.617981148937e+01       1.634692596236e+05       9.328359717111e+03       4.683486921151e+04       3.601553394783e-08       1.130829482124e+05       3.327154367647e+05       3.459176233641e-04       2.578352938166e-01 
       1.550264779023e+04       2.951985548799e-06       2.850585925531e+01       5.691572340319e+02       1.453924354883e+04       9.377950109259e-01       2.254113111174e+08       1.628692241186e+01       1.589698067221e+05       9.135118761381e+03       4.586466489238e+04       3.601553394783e-08       1.099703666750e+05       3.239399570509e+05       3.465419135558e-04       2.589886252447e-01 
       1.539484485515e+04       2.992239575621e-06       2.869653685377e+01       5.616031371373e+02       1.453905287123e+04       9.443491414739e-01       2.238410023463e+08       1.639470410670e+01       1.545941928211e+05       8.945880554218e+03       4.491455716164e+04       3.601553394783e-08       1.069434531054e+05       3.153980836425e+05       3.471701308720e-04       2.601465031031e-01 
       1.528779133276e+04       3.033035057594e-06       2.888843555743e+01       5.541511990278e+02       1.453886097253e+04       9.509490093813e-01       2.222816116250e+08       1.650316029862e+01       1.503390096546e+05       8.760562188798e+03       4.398412976925e+04       3.601553394783e-08       1.039998497713e+05       3.070835513840e+05       3.478023036212e-04       2.613089249633e-01 
       1.518148201380e+04       3.074379136231e-06       2.908156252263e+01       5.468000220757e+02       1.453866784556e+04       9.575949329199e-01       2.207330630698e+08       1.661229472731e+01       1.462009427539e+05       8.579082475423e+03       4.307297508630e+04       3.601553394783e-08       1.011372638263e+05       2.989902641420e+05       3.484384603139e-04       2.624758881543e-01 
       1.507591172523e+04       3.116279044638e-06       2.927592493998e+01       5.395482278949e+02       1.453847348314e+04       9.642872325647e-01       2.191952813250e+08       1.672211114742e+01       1.421767688670e+05       8.401361905961e+03       4.218069392655e+04       3.601553394783e-08       9.835346552503e+04       2.911122902245e+05       3.490786296634e-04       2.636473897610e-01 
       1.497107532998e+04       3.158742108644e-06       2.947153003443e+01       5.323944570749e+02       1.453827787805e+04       9.710262310089e-01       2.176681915583e+08       1.683261332858e+01       1.382633534476e+05       8.227322619012e+03       4.130689537149e+04       3.601553394783e-08       9.564628648588e+04       2.834438579240e+05       3.497228405875e-04       2.648234266224e-01 
       1.486696772667e+04       3.201775747939e-06       2.966838506535e+01       5.253373689188e+02       1.453808102302e+04       9.778122531795e-01       2.161517194580e+08       1.694380505533e+01       1.344576482148e+05       8.056888365807e+03       4.045119659914e+04       3.601553394783e-08       9.301361800282e+04       2.759793511826e+05       3.503711222102e-04       2.660039953302e-01 
       1.476358384941e+04       3.245387477236e-06       2.986649732662e+01       5.183756411853e+02       1.453788291076e+04       9.846456262522e-01       2.146457912288e+08       1.705569012716e+01       1.307566887782e+05       7.889984476812e+03       3.961322271637e+04       3.601553394783e-08       9.045340940293e+04       2.687133053743e+05       3.510235038625e-04       2.671890922268e-01 
       1.466091866750e+04       3.289584907433e-06       3.006587414670e+01       5.115079698333e+02       1.453768353394e+04       9.915266796671e-01       2.131503335885e+08       1.716827235849e+01       1.271575923298e+05       7.726537829015e+03       3.879260659469e+04       3.601553394783e-08       8.796366644935e+04       2.616404032029e+05       3.516800150844e-04       2.683787134042e-01 
       1.455896718522e+04       3.334375746801e-06       3.026652288870e+01       5.047330687706e+02       1.453748288520e+04       9.984557451441e-01       2.116652737642e+08       1.728155557863e+01       1.236575553990e+05       7.566476813897e+03       3.798898870942e+04       3.601553394783e-08       8.554244978818e+04       2.547554707106e+05       3.523406856261e-04       2.695728547021e-01 
       1.445772444158e+04       3.379767802177e-06       3.046845095049e+01       4.980496696064e+02       1.453728095713e+04       1.005433156699e+00       2.101905394890e+08       1.739554363180e+01       1.202538516687e+05       7.409731306070e+03       3.720201698222e+04       3.601553394783e-08       8.318787343812e+04       2.480534733951e+05       3.530055454496e-04       2.707715117064e-01 
       1.435718551007e+04       3.425768980174e-06       3.067166576473e+01       4.914565214069e+02       1.453707774232e+04       1.012459250657e+00       2.087260589985e+08       1.751024037710e+01       1.169438298522e+05       7.256232632555e+03       3.643134662685e+04       3.601553394783e-08       8.089810332165e+04       2.415295124333e+05       3.536746247302e-04       2.719746797478e-01 
       1.425734549842e+04       3.472387288410e-06       3.087617479898e+01       4.849523904535e+02       1.453687323328e+04       1.019534365673e+00       2.072717610270e+08       1.762564968850e+01       1.137249116290e+05       7.105913542706e+03       3.567663999818e+04       3.601553394783e-08       7.867135583666e+04       2.351788210066e+05       3.543479538578e-04       2.731823539000e-01 
       1.415819954840e+04       3.519630836740e-06       3.108198555577e+01       4.785360600061e+02       1.453666742253e+04       1.026658842743e+00       2.058275748042e+08       1.774177545481e+01       1.105945896358e+05       6.958708178747e+03       3.493756644427e+04       3.601553394783e-08       7.650589646735e+04       2.289967607262e+05       3.550255634385e-04       2.743945289786e-01 
       1.405974283550e+04       3.567507838512e-06       3.128910557268e+01       4.722063300680e+02       1.453646030251e+04       1.033833025223e+00       2.043934300520e+08       1.785862157969e+01       1.075504255144e+05       6.814552046927e+03       3.421380216153e+04       3.601553394783e-08       7.440003843338e+04       2.229788181563e+05       3.557074842964e-04       2.756111995393e-01 
       1.396197056879e+04       3.616026611835e-06       3.149754242238e+01       4.659620171549e+02       1.453625186566e+04       1.041057258844e+00       2.029692569807e+08       1.797619198160e+01       1.045900480127e+05       6.673381989271e+03       3.350503005288e+04       3.601553394783e-08       7.235214137622e+04       2.171206014311e+05       3.563937474746e-04       2.768323598767e-01 
       1.386487799062e+04       3.665195580860e-06       3.170730371275e+01       4.598019540670e+02       1.453604210437e+04       1.048331891727e+00       2.015549862858e+08       1.809449059380e+01       1.017111511374e+05       6.535136155912e+03       3.281093958889e+04       3.601553394783e-08       7.036061008158e+04       2.114178369638e+05       3.570843842370e-04       2.780580040226e-01 
       1.376846037643e+04       3.715023277076e-06       3.191839708692e+01       4.537249896640e+02       1.453583101100e+04       1.055657274404e+00       2.001505491445e+08       1.821352136433e+01       9.891149235883e+04       6.399753978003e+03       3.213122667169e+04       3.601553394783e-08       6.842389323706e+04       2.058663662456e+05       3.577794260701e-04       2.792881257447e-01 
       1.367271303449e+04       3.765518340622e-06       3.213083022336e+01       4.477299886436e+02       1.453561857786e+04       1.063033759827e+00       1.987558772125e+08       1.833328825598e+01       9.618889086373e+04       6.267176141179e+03       3.146559350185e+04       3.601553394783e-08       6.654048222399e+04       2.004621427308e+05       3.584789046840e-04       2.805227185455e-01 
       1.357763130569e+04       3.816689521614e-06       3.234461083594e+01       4.418158313225e+02       1.453540479725e+04       1.070461703394e+00       1.973709026208e+08       1.845379524627e+01       9.354122585729e+04       6.137344559583e+03       3.081374844784e+04       3.601553394783e-08       6.470890994247e+04       1.952012288072e+05       3.591828520146e-04       2.817617756605e-01 
       1.348321056330e+04       3.868545681489e-06       3.255974667400e+01       4.359814134213e+02       1.453518966141e+04       1.077941462956e+00       1.959955579719e+08       1.857504632744e+01       9.096643491122e+04       6.010202350418e+03       3.017540591839e+04       3.601553394783e-08       6.292774966877e+04       1.900797928488e+05       3.598913002246e-04       2.830052900570e-01 
       1.338944621275e+04       3.921095794358e-06       3.277624552243e+01       4.302256458512e+02       1.453497316256e+04       1.085473398842e+00       1.946297763371e+08       1.869704550639e+01       8.846251235754e+04       5.885693809031e+03       2.955028623728e+04       3.601553394783e-08       6.119561394419e+04       1.850941063481e+05       3.606042817053e-04       2.842532544331e-01 
       1.329633369143e+04       3.974348948385e-06       3.299411520173e+01       4.245474545048e+02       1.453475529288e+04       1.093057873869e+00       1.932734912527e+08       1.881979680469e+01       8.602750772656e+04       5.763764384512e+03       2.893811552093e+04       3.601553394783e-08       5.951115349447e+04       1.802405411265e+05       3.613218290786e-04       2.855056612158e-01 
       1.320386846841e+04       4.028314347170e-06       3.321336356809e+01       4.189457800491e+02       1.453453604452e+04       1.100695253367e+00       1.919266367172e+08       1.894330425855e+01       8.365952422778e+04       5.644360655801e+03       2.833862555837e+04       3.601553394783e-08       5.787305617894e+04       1.755155666209e+05       3.620439751978e-04       2.867625025604e-01 
       1.311204604430e+04       4.083001311159e-06       3.343399851342e+01       4.134195777214e+02       1.453431540957e+04       1.108385905187e+00       1.905891471881e+08       1.906757191877e+01       8.135671727264e+04       5.527430308286e+03       2.775155369378e+04       3.601553394783e-08       5.628004596863e+04       1.709157472434e+05       3.627707531500e-04       2.880237703488e-01 
       1.302086195095e+04       4.138419279063e-06       3.365602796548e+01       4.079678171286e+02       1.453409338012e+04       1.116130199726e+00       1.892609575781e+08       1.919260385073e+01       7.911729303792e+04       5.412922110887e+03       2.717664271141e+04       3.601553394783e-08       5.473088195245e+04       1.664377398127e+05       3.635021962572e-04       2.892894561883e-01 
       1.293031175129e+04       4.194577809292e-06       3.387945988787e+01       4.025894820484e+02       1.453386994820e+04       1.123928509940e+00       1.879420032528e+08       1.931840413433e+01       7.693950706866e+04       5.300785893615e+03       2.661364072295e+04       3.601553394783e-08       5.322435737073e+04       1.620782910560e+05       3.642383380783e-04       2.905595514110e-01 
       1.284039103908e+04       4.251486581417e-06       3.410430228017e+01       3.972835702338e+02       1.453364510580e+04       1.131781211363e+00       1.866322200269e+08       1.944497686402e+01       7.482166291955e+04       5.190972525597e+03       2.606230105716e+04       3.601553394783e-08       5.175929867537e+04       1.578342351777e+05       3.649792124105e-04       2.918340470716e-01 
       1.275109543873e+04       4.309155397631e-06       3.433056317795e+01       3.920490932204e+02       1.453341884491e+04       1.139688682126e+00       1.853315441613e+08       1.957232614870e+01       7.276211083366e+04       5.083433893553e+03       2.552238215184e+04       3.601553394783e-08       5.033456461585e+04       1.537024914949e+05       3.657248532912e-04       2.931129339474e-01 
       1.266242060505e+04       4.367594184244e-06       3.455825065285e+01       3.868850761360e+02       1.453319115743e+04       1.147651302970e+00       1.840399123601e+08       1.970045611172e+01       7.075924645760e+04       4.978122880723e+03       2.499364744799e+04       3.601553394783e-08       4.894904535042e+04       1.496800621368e+05       3.664752949993e-04       2.943962025362e-01 
       1.257436222304e+04       4.426812993181e-06       3.478737281264e+01       3.817905575131e+02       1.453296203527e+04       1.155669457269e+00       1.827572617673e+08       1.982937089086e+01       6.881150959199e+04       4.874993346225e+03       2.447586528622e+04       3.601553394783e-08       4.760166158167e+04       1.457640298061e+05       3.672305720575e-04       2.956838430561e-01 
       1.248691600774e+04       4.486822003508e-06       3.501793780129e+01       3.767645891036e+02       1.453273147028e+04       1.163743531048e+00       1.814835299640e+08       1.995907463825e+01       6.691738297629e+04       4.774000104844e+03       2.396880880526e+04       3.601553394783e-08       4.629136371598e+04       1.419515556024e+05       3.679907192334e-04       2.969758454438e-01 
       1.240007770394e+04       4.547631522969e-06       3.524995379903e+01       3.718062356968e+02       1.453249945428e+04       1.171873912996e+00       1.802186549651e+08       2.008957152037e+01       6.507539110717e+04       4.675098907242e+03       2.347225584257e+04       3.601553394783e-08       4.501713104604e+04       1.382398769031e+05       3.687557715414e-04       2.982721993539e-01 
       1.231384308602e+04       4.609251989543e-06       3.548342902240e+01       3.669145749393e+02       1.453226597906e+04       1.180060994489e+00       1.789625752164e+08       2.022086571800e+01       6.328409908930e+04       4.578246420571e+03       2.298598883705e+04       3.601553394783e-08       4.377797095590e+04       1.346263053029e+05       3.695257642447e-04       2.995728941577e-01 
       1.222820795772e+04       4.671693973016e-06       3.571837172430e+01       3.620886971571e+02       1.453203103636e+04       1.188305169607e+00       1.777152295917e+08       2.035296142616e+01       6.154211151781e+04       4.483400209494e+03       2.250979473372e+04       3.601553394783e-08       4.257291814789e+04       1.311082246090e+05       3.703007328567e-04       3.008779189425e-01 
       1.214316815198e+04       4.734968176576e-06       3.595479019407e+01       3.573277051816e+02       1.453179461789e+04       1.196606835151e+00       1.764765573897e+08       2.048586285413e+01       5.984807139149e+04       4.390518717595e+03       2.204346489041e+04       3.601553394783e-08       4.140103389078e+04       1.276830888903e+05       3.710807131428e-04       3.021872625107e-01 
       1.205871953069e+04       4.799085438420e-06       3.619269275755e+01       3.526307141758e+02       1.453155671533e+04       1.204966390665e+00       1.752464983311e+08       2.061957422532e+01       5.820065905591e+04       4.299561249178e+03       2.158679498634e+04       3.601553394783e-08       4.026140528870e+04       1.243484205802e+05       3.718657411224e-04       3.035009133785e-01 
       1.197485798449e+04       4.864056733384e-06       3.643208777710e+01       3.479968514654e+02       1.453131732031e+04       1.213384238451e+00       1.740249925556e+08       2.075409977730e+01       5.659859117563e+04       4.210487951437e+03       2.113958493265e+04       3.601553394783e-08       3.915314457010e+04       1.211018086299e+05       3.726558530704e-04       3.048188597754e-01 
       1.189157943261e+04       4.929893174591e-06       3.667298365170e+01       3.434252563700e+02       1.453107642443e+04       1.221860783589e+00       1.728119806189e+08       2.088944376173e+01       5.504061973465e+04       4.123259797001e+03       2.070163878473e+04       3.601553394783e-08       3.807538839636e+04       1.179409067128e+05       3.734510855190e-04       3.061410896434e-01 
       1.180887982264e+04       4.996606015113e-06       3.691538881697e+01       3.389150800378e+02       1.453083401927e+04       1.230396433959e+00       1.716074034903e+08       2.102561044430e+01       5.352553106444e+04       4.037838566837e+03       2.027276465638e+04       3.601553394783e-08       3.702729718933e+04       1.148634314770e+05       3.742514752598e-04       3.074675906358e-01 
       1.172675513034e+04       5.064206649659e-06       3.715931174524e+01       3.344654852828e+02       1.453059009634e+04       1.238991600255e+00       1.704112025491e+08       2.116260410471e+01       5.205214489867e+04       3.954186833510e+03       1.985277463578e+04       3.601553394783e-08       3.600805447749e+04       1.118671608455e+05       3.750570593452e-04       3.087983501170e-01 
       1.164520135942e+04       5.132706616277e-06       3.740476094560e+01       3.300756464236e+02       1.453034464714e+04       1.247646696009e+00       1.692233195824e+08       2.130042903660e+01       5.061931345393e+04       3.872267944787e+03       1.944148470318e+04       3.601553394783e-08       3.501686625999e+04       1.089499323619e+05       3.758678750906e-04       3.101333551613e-01 
       1.156421454142e+04       5.202117598075e-06       3.765174496396e+01       3.257447491242e+02       1.453009766312e+04       1.256362137605e+00       1.680436967817e+08       2.143908954751e+01       4.922592053583e+04       3.792046007579e+03       1.903871465025e+04       3.601553394783e-08       3.405296038827e+04       1.061096415820e+05       3.766839600759e-04       3.114725925525e-01 
       1.148379073541e+04       5.272451424965e-06       3.790027238308e+01       3.214719902382e+02       1.452984913570e+04       1.265138344306e+00       1.668722767406e+08       2.157858995883e+01       4.787088066962e+04       3.713485872225e+03       1.864428800118e+04       3.601553394783e-08       3.311558596466e+04       1.033442405077e+05       3.775053521476e-04       3.128160487831e-01 
       1.140392602790e+04       5.343720075427e-06       3.815035182262e+01       3.172565776541e+02       1.452959905626e+04       1.273975738266e+00       1.657090024517e+08       2.171893460575e+01       4.655313825476e+04       3.636553117087e+03       1.825803193535e+04       3.601553394783e-08       3.220401275757e+04       1.006517360648e+05       3.783320894204e-04       3.141637100535e-01 
       1.132461653258e+04       5.415935678285e-06       3.840199193923e+01       3.130977301429e+02       1.452934741614e+04       1.282874744554e+00       1.645538173039e+08       2.186012783719e+01       4.527166674280e+04       3.561214033477e+03       1.787977721165e+04       3.601553394783e-08       3.131753063269e+04       9.803018862065e+04       3.791642102795e-04       3.155155622719e-01 
       1.124585839016e+04       5.489110514515e-06       3.865520142654e+01       3.089946772082e+02       1.452909420666e+04       1.291835791173e+00       1.634066650795e+08       2.200217401578e+01       4.402546783779e+04       3.487435610887e+03       1.750935809431e+04       3.601553394783e-08       3.045544899997e+04       9.547771054300e+04       3.800017533820e-04       3.168715910533e-01 
       1.116764776817e+04       5.563257019061e-06       3.890998901526e+01       3.049466589379e+02       1.452883941907e+04       1.300859309081e+00       1.622674899519e+08       2.214507751776e+01       4.281357071882e+04       3.415185522533e+03       1.714661228034e+04       3.601553394783e-08       2.961709627568e+04       9.299246479741e+04       3.808447576592e-04       3.182317817192e-01 
       1.108998086080e+04       5.638387782684e-06       3.916636347317e+01       3.009529258586e+02       1.452858304461e+04       1.309945732208e+00       1.611362364823e+08       2.228884273296e+01       4.163503128383e+04       3.344432111191e+03       1.679138082841e+04       3.601553394783e-08       2.880181935939e+04       9.057266358285e+04       3.816932623181e-04       3.195961192969e-01 
       1.101285388868e+04       5.714515553820e-06       3.942433360522e+01       2.970127387910e+02       1.452832507448e+04       1.319095497482e+00       1.600128496176e+08       2.243347406472e+01       4.048893141429e+04       3.275144375329e+03       1.644350808921e+04       3.601553394783e-08       2.800898312527e+04       8.821656700413e+04       3.825473068438e-04       3.209645885193e-01 
       1.093626309871e+04       5.791653240467e-06       3.968390825355e+01       2.931253687084e+02       1.452806549983e+04       1.328309044841e+00       1.588972746870e+08       2.257897592985e+01       3.937437826015e+04       3.207291955530e+03       1.610284163730e+04       3.601553394783e-08       2.723796992744e+04       8.592248178046e+04       3.834069310011e-04       3.223371738244e-01 
