# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   61       2.198689793587e-10       2.931395311669e-14      -2.939916542188e-13       1.582438561983e-16       3.627157668139e-11       4.293549575541e-12      -7.067746009829e-15 
   62       2.227790027569e-10       3.076235131730e-14      -3.378641706982e-13       1.634926367917e-16       3.493881134132e-11       4.154225422940e-12      -7.548488375175e-15 
   63       2.257150141103e-10       3.224721239614e-14      -3.834602281094e-13       1.688252384074e-16       3.366986419366e-11       4.021119473653e-12      -7.947008749406e-15 
   64       2.286789834383e-10       3.376776639176e-14      -4.307789261177e-13       1.742417961898e-16       3.246334968962e-11       3.894088538210e-12      -8.269496980234e-15 
   65       2.316722822704e-10       3.532314707468e-14      -4.798183976878e-13       1.797424841578e-16       3.131634203292e-11       3.772828717419e-12      -8.523779769526e-15 
   66       2.346956392155e-10       3.691238944405e-14      -5.305758452244e-13       1.853275171308e-16       3.022429220478e-11       3.656866700797e-12      -8.719395307916e-15 
   67       2.377490955304e-10       3.853442722426e-14      -5.830475767136e-13       1.909971526543e-16       2.918094498893e-11       3.545551065003e-12      -8.867667909405e-15 
   68       2.408324611526e-10       4.018820284832e-14      -6.372265427464e-13       1.967516810586e-16       2.818000977764e-11       3.438237273952e-12      -8.980317362873e-15 
   69       2.439468894180e-10       4.187302888201e-14      -6.930942872826e-13       2.025913889909e-16       2.722075159450e-11       3.334905659158e-12      -9.064792944909e-15 
   70       2.470935430704e-10       4.358829567312e-14      -7.506274233312e-13       2.085165919191e-16       2.630338910535e-11       3.235653601945e-12      -9.128123687961e-15 
   71       2.502730909649e-10       4.533336571125e-14      -8.097999604805e-13       2.145276469392e-16       2.542740363685e-11       3.140509230723e-12      -9.178336503414e-15 
   72       2.534856764367e-10       4.710757400143e-14      -8.705832771230e-13       2.206249543969e-16       2.459150105521e-11       3.049427673430e-12      -9.224493340917e-15 
   73       2.567308856688e-10       4.891022843755e-14      -9.329460926803e-13       2.268089595103e-16       2.379357364489e-11       2.962287309975e-12      -9.276728347721e-15 
   74       2.600077160611e-10       5.074061017600e-14      -9.968544398277e-13       2.330801539922e-16       2.303066198733e-11       2.878886024676e-12      -9.346285028012e-15 
   75       2.633145445985e-10       5.259797400912e-14      -1.062271636719e-12       2.394390776723e-16       2.229891683972e-11       2.798937458702e-12      -9.445553402248e-15 
   76       2.666497817760e-10       5.448139871348e-14      -1.129157600956e-12       2.458862213347e-16       2.159455472745e-11       2.722144303701e-12      -9.584423141118e-15 
   77       2.700140409664e-10       5.638930576318e-14      -1.197466708471e-12       2.524217111886e-16       2.091701016710e-11       2.648441896977e-12      -9.758493064479e-15 
   78       2.734083090170e-10       5.831985312249e-14      -1.267149491924e-12       2.590455695396e-16       2.026629167854e-11       2.577792444890e-12      -9.958769109526e-15 
   79       2.768332784980e-10       6.027107482601e-14      -1.338153223716e-12       2.657578080731e-16       1.964202160861e-11       2.510109789717e-12      -1.017511985271e-14 
   80       2.802893301293e-10       6.224087827586e-14      -1.410421874716e-12       2.725584274509e-16       1.904341838679e-11       2.445257241878e-12      -1.039623812512e-14 
   81       2.837765152062e-10       6.422704153880e-14      -1.483896072985e-12       2.794474169077e-16       1.846927878081e-11       2.383045412175e-12      -1.060960262795e-14 
   82       2.872945380258e-10       6.622721064339e-14      -1.558513062506e-12       2.864247538482e-16       1.791796015228e-11       2.323230044024e-12      -1.080143954784e-14 
   83       2.908427383138e-10       6.823889687713e-14      -1.634206661911e-12       2.934904034435e-16       1.738736271234e-11       2.265509845687e-12      -1.095668417232e-14 
   84       2.944204523386e-10       7.025971804395e-14      -1.710913968105e-12       3.006443336017e-16       1.687543988776e-11       2.209598844271e-12      -1.106210456482e-14 
   85       2.980282035344e-10       7.228817411107e-14      -1.788596834454e-12       3.078865636168e-16       1.638186550043e-11       2.155461977886e-12      -1.111635165583e-14 
   86       3.016666779555e-10       7.432299579026e-14      -1.867223894110e-12       3.152171228829e-16       1.590661172253e-11       2.103114766772e-12      -1.112151261419e-14 
   87       3.053363520932e-10       7.636291338698e-14      -1.946764202714e-12       3.226360360941e-16       1.544943680185e-11       2.052551362268e-12      -1.108011146388e-14 
   88       3.090374816671e-10       7.840665819769e-14      -2.027187310480e-12       3.301433230997e-16       1.500987619317e-11       2.003743631511e-12      -1.099512384323e-14 
   89       3.127700904155e-10       8.045296390717e-14      -2.108463334285e-12       3.377389987589e-16       1.458723368977e-11       1.956640242139e-12      -1.086999176427e-14 
   90       3.165339588860e-10       8.250056798585e-14      -2.190563029753e-12       3.454230727963e-16       1.418057255481e-11       1.911165746984e-12      -1.070863837192e-14 
   91       3.203286132271e-10       8.454821308710e-14      -2.273457863342e-12       3.531955496566e-16       1.378870665281e-11       1.867219668777e-12      -1.051548270331e-14 
   92       3.241533139783e-10       8.659464844458e-14      -2.357120084430e-12       3.610564283596e-16       1.341019158104e-11       1.824675584848e-12      -1.029545444702e-14 
   93       3.280073167308e-10       8.863852486210e-14      -2.441515577086e-12       3.690058193252e-16       1.304366739515e-11       1.783412986831e-12      -1.005355318989e-14 
   94       3.318907233005e-10       9.067805858185e-14      -2.526581029000e-12       3.770443152602e-16       1.268896501221e-11       1.743420329116e-12      -9.793418271063e-15 
   95       3.358037384423e-10       9.271131921023e-14      -2.612243446061e-12       3.851726760441e-16       1.234615058797e-11       1.704705858707e-12      -9.518570121462e-15 
   96       3.397464020105e-10       9.473633155830e-14      -2.698427040052e-12       3.933917181712e-16       1.201518476143e-11       1.667265761997e-12      -9.232855003477e-15 
   97       3.437185814806e-10       9.675107557849e-14      -2.785053201626e-12       4.017023162111e-16       1.169591861252e-11       1.631083699364e-12      -8.940453517499e-15 
   98       3.477199644730e-10       9.875348630130e-14      -2.872040473276e-12       4.101054042690e-16       1.138808961989e-11       1.596130339763e-12      -8.645889108438e-15 
   99       3.517500512749e-10       1.007414537719e-13      -2.959304522316e-12       4.186019774471e-16       1.109131761856e-11       1.562362895330e-12      -8.354036572253e-15 
  100       3.558081473637e-10       1.027128229870e-13      -3.046758113848e-12       4.271930933046e-16       1.080510075765e-11       1.529724655975e-12      -8.070130562470e-15 
  101       3.598933559292e-10       1.046653938312e-13      -3.134311083741e-12       4.358798733187e-16       1.052881145811e-11       1.498144523978e-12      -7.799774096708e-15 
  102       3.640045703967e-10       1.065969210141e-13      -3.221870311606e-12       4.446635043452e-16       1.026169237040e-11       1.467536548589e-12      -7.548947063201e-15 
  103       3.681404669494e-10       1.085051140067e-13      -3.309339693767e-12       4.535452400788e-16       1.000285233225e-11       1.437799460623e-12      -7.324014727323e-15 
  104       3.722997866908e-10       1.103877445859e-13      -3.396626340743e-12       4.625262709666e-16       9.751468396731e-12       1.408839782183e-12      -7.130261893227e-15 
  105       3.764822416444e-10       1.122429861510e-13      -3.483660181358e-12       4.716073107855e-16       9.507431704443e-12       1.380645713571e-12      -6.967251553424e-15 
  106       3.806877177713e-10       1.140691203392e-13      -3.570376968803e-12       4.807889566803e-16       9.270781729438e-12       1.353222406244e-12      -6.832852200236e-15 
  107       3.849159920168e-10       1.158644346166e-13      -3.656712333495e-12       4.900718157395e-16       9.041506243608e-12       1.326569075132e-12      -6.724648580121e-15 
  108       3.891667280170e-10       1.176272233976e-13      -3.742601824446e-12       4.994565050099e-16       8.819539538900e-12       1.300678792305e-12      -6.639933998603e-15 
  109       3.934394718032e-10       1.193557891637e-13      -3.827980950642e-12       5.089436515125e-16       8.604760649542e-12       1.275538280634e-12      -6.575702625200e-15 
  110       3.977336475084e-10       1.210484435830e-13      -3.912785222419e-12       5.185338922566e-16       8.396991574266e-12       1.251127707458e-12      -6.528641798364e-15 
  111       4.020485530723e-10       1.227035086293e-13      -3.996950192839e-12       5.282278742556e-16       8.195995498528e-12       1.227420478246e-12      -6.495124330403e-15 
  112       4.063833559471e-10       1.243193177013e-13      -4.080411499060e-12       5.380262545420e-16       8.001475016736e-12       1.204383030264e-12      -6.471200812418e-15 
  113       4.107370888031e-10       1.258942167417e-13      -4.163104903718e-12       5.479297001819e-16       7.813070354471e-12       1.181974626237e-12      -6.452591919232e-15 
  114       4.151086452343e-10       1.274265653564e-13      -4.244966336301e-12       5.579388882910e-16       7.630357590707e-12       1.160147148013e-12      -6.434680714324e-15 
  115       4.194967754636e-10       1.289147379339e-13      -4.325931934522e-12       5.680545060487e-16       7.452846880040e-12       1.138844890231e-12      -6.412504954756e-15 
  116       4.239002580820e-10       1.303571533571e-13      -4.405936622784e-12       5.782772518443e-16       7.280089853029e-12       1.118017345960e-12      -6.381770580329e-15 
  117       4.283184481324e-10       1.317523658456e-13      -4.484909563038e-12       5.886078388376e-16       7.112020431838e-12       1.097659768315e-12      -6.342048424172e-15 
  118       4.327507879082e-10       1.330989873115e-13      -4.562778225957e-12       5.990469918618e-16       6.948652305828e-12       1.077777175857e-12      -6.293953520819e-15 
  119       4.371966341747e-10       1.343956611112e-13      -4.639469832490e-12       6.095954463557e-16       6.789972657481e-12       1.058371711404e-12      -6.238160017758e-15 
  120       4.416552554305e-10       1.356410634182e-13      -4.714911382306e-12       6.202539483897e-16       6.635941349941e-12       1.039442550570e-12      -6.175402509399e-15 
  121       4.461258291702e-10       1.368339045945e-13      -4.789029682232e-12       6.310232546902e-16       6.486490114569e-12       1.020985810298e-12      -6.106477371041e-15 
  122       4.506074391461e-10       1.379729305629e-13      -4.861751374693e-12       6.419041326651e-16       6.341521738484e-12       1.002994457395e-12      -6.032244092848e-15 
  123       4.550990726302e-10       1.390569241788e-13      -4.933002966156e-12       6.528973604286e-16       6.200909252110e-12       9.854582170720e-13      -5.953626613811e-15 
  124       4.595996176762e-10       1.400847066023e-13      -5.002710855568e-12       6.640037268266e-16       6.064495116726e-12       9.683634814750e-13      -5.871614655722e-15 
  125       4.641078603818e-10       1.410551386703e-13      -5.070801362799e-12       6.752240314611e-16       5.932090412014e-12       9.516932182243e-13      -5.787265057145e-15 
  126       4.686224821501e-10       1.419671222682e-13      -5.137200757080e-12       6.865590847163e-16       5.803474023599e-12       9.354268789488e-13      -5.701703107379e-15 
  127       4.731420569524e-10       1.428196017023e-13      -5.201835285448e-12       6.980097077826e-16       5.678391830604e-12       9.195403078226e-13      -5.616123880437e-15 
  128       4.776650485896e-10       1.436115650715e-13      -5.264631201182e-12       7.095767326824e-16       5.556555893191e-12       9.040056501004e-13      -5.531793569006e-15 
  129       4.821899725114e-10       1.443420901740e-13      -5.325516121901e-12       7.212610168469e-16       5.437706341488e-12       8.887977542650e-13      -5.449805432198e-15 
  130       4.867159071602e-10       1.450104850061e-13      -5.384423211882e-12       7.330634886019e-16       5.321806444167e-12       8.739143668068e-13      -5.370314535343e-15 
  131       4.912420338094e-10       1.456161653413e-13      -5.441287514425e-12       7.449851067429e-16       5.208867503378e-12       8.593579903010e-13      -5.293221190352e-15 
  132       4.957674754890e-10       1.461586132505e-13      -5.496044700917e-12       7.570268465574e-16       5.098887711375e-12       8.451295438268e-13      -5.218408398940e-15 
  133       5.002912954257e-10       1.466373787933e-13      -5.548631108781e-12       7.691896999550e-16       4.991851786741e-12       8.312283179694e-13      -5.145741430699e-15 
  134       5.048124954821e-10       1.470520817083e-13      -5.598983779432e-12       7.814746755960e-16       4.887730610592e-12       8.176519298214e-13      -5.075067401174e-15 
  135       5.093300145961e-10       1.474024131041e-13      -5.647040496237e-12       7.938827990209e-16       4.786480862802e-12       8.043962779851e-13      -5.006214849937e-15 
  136       5.138427272209e-10       1.476881371496e-13      -5.692739822464e-12       8.064151127795e-16       4.688044658213e-12       7.914554975737e-13      -4.938993318667e-15 
  137       5.183494417639e-10       1.479090927652e-13      -5.736021139243e-12       8.190726765600e-16       4.592349182852e-12       7.788219152137e-13      -4.873192929218e-15 
  138       5.228488990269e-10       1.480651953128e-13      -5.776824683516e-12       8.318565673183e-16       4.499306330143e-12       7.664860040462e-13      -4.808583961699e-15 
  139       5.273397706449e-10       1.481564382869e-13      -5.815091585997e-12       8.447678794073e-16       4.408812337127e-12       7.544363387289e-13      -4.744916432551e-15 
  140       5.318206575262e-10       1.481828950054e-13      -5.850763909124e-12       8.578077247058e-16       4.320747420673e-12       7.426595504380e-13      -4.681919672617e-15 
  141       5.362900882917e-10       1.481447202998e-13      -5.883784685018e-12       8.709772327482e-16       4.234975413694e-12       7.311402818695e-13      -4.619301905220e-15 
  142       5.407465177145e-10       1.480421522063e-13      -5.914097953434e-12       8.842775508530e-16       4.151343401365e-12       7.198611422418e-13      -4.556749824240e-15 
  143       5.451883251590e-10       1.478755136563e-13      -5.941648799719e-12       8.977098442526e-16       4.069681357335e-12       7.088026622966e-13      -4.493928172185e-15 
  144       5.496139456000e-10       1.476452233218e-13      -5.966383728433e-12       9.112751789810e-16       3.989837793555e-12       6.979474643883e-13      -4.430549278569e-15 
  145       5.540222805288e-10       1.473518257887e-13      -5.988251745603e-12       9.249741572516e-16       3.911791438854e-12       6.872933310887e-13      -4.366590292235e-15 
  146       5.584123247790e-10       1.469959675862e-13      -6.007203455814e-12       9.388072462112e-16       3.835549930095e-12       6.768413454302e-13      -4.302096662872e-15 
  147       5.627830367934e-10       1.465783900264e-13      -6.023190775650e-12       9.527748914130e-16       3.761114631777e-12       6.665917709193e-13      -4.237114084095e-15 
  148       5.671333378259e-10       1.460999309481e-13      -6.036166973587e-12       9.668775162722e-16       3.688480479228e-12       6.565440307632e-13      -4.171688473598e-15 
  149       5.714621111425e-10       1.455615264599e-13      -6.046086709867e-12       9.811155215218e-16       3.617635821793e-12       6.466966870963e-13      -4.105865953292e-15 
  150       5.757682012230e-10       1.449642126834e-13      -6.052906076392e-12       9.954892846675e-16       3.548562266027e-12       6.370474202068e-13      -4.039692829459e-15 
  151       5.800504129627e-10       1.443091274964e-13      -6.056582636603e-12       1.009999159443e-15       3.481234518881e-12       6.275930077625e-13      -3.973215572893e-15 
  152       5.843075108733e-10       1.435975122768e-13      -6.057075465366e-12       1.024645475267e-15       3.415620230893e-12       6.183293040380e-13      -3.906480799046e-15 
  153       5.885382182851e-10       1.428307136448e-13      -6.054345188854e-12       1.039428536695e-15       3.351679839380e-12       6.092512191406e-13      -3.839535248178e-15 
  154       5.927412165476e-10       1.420101852075e-13      -6.048354024437e-12       1.054348622878e-15       3.289366411625e-12       6.003526982369e-13      -3.772425765498e-15 
  155       5.969151442318e-10       1.411374893008e-13      -6.039065820561e-12       1.069405987019e-15       3.228625488070e-12       5.916267007791e-13      -3.705199281313e-15 
  156       6.010585963311e-10       1.402142987341e-13      -6.026446096635e-12       1.084600855822e-15       3.169394925502e-12       5.830651797317e-13      -3.637902791171e-15 
  157       6.051701234631e-10       1.392423985322e-13      -6.010462082915e-12       1.099933428955e-15       3.111604740248e-12       5.746590607978e-13      -3.570583336013e-15 
  158       6.092482310710e-10       1.382236876798e-13      -5.991082760390e-12       1.115403878502e-15       3.055176951358e-12       5.663982216452e-13      -3.503287982311e-15 
  159       6.132913786247e-10       1.371601808640e-13      -5.968278900662e-12       1.131012348416e-15       3.000025423803e-12       5.582714711333e-13      -3.436063802220e-15 
  160       6.172979788229e-10       1.360540102177e-13      -5.942023105836e-12       1.146758953978e-15       2.946055711658e-12       5.502665285392e-13      -3.368957853722e-15 
  161       6.212665078689e-10       1.349073776041e-13      -5.912289711093e-12       1.162643791780e-15       2.893184410327e-12       5.423728647609e-13      -3.302015464480e-15 
  162       6.251958489352e-10       1.337224030663e-13      -5.879054399007e-12       1.178666971804e-15       2.841399465609e-12       5.345905518923e-13      -3.235274954535e-15 
  163       6.290849776876e-10       1.325012662448e-13      -5.842294627190e-12       1.194828587149e-15       2.790704923063e-12       5.269221601813e-13      -3.168772406807e-15 
  164       6.329328536574e-10       1.312462561349e-13      -5.801989801470e-12       1.211128703271e-15       2.741101832135e-12       5.193699588941e-13      -3.102543293975e-15 
  165       6.367384199535e-10       1.299597726025e-13      -5.758121315145e-12       1.227567357484e-15       2.692588179103e-12       5.119359087089e-13      -3.036622450816e-15 
  166       6.405006029753e-10       1.286443279000e-13      -5.710672588238e-12       1.244144558464e-15       2.645158820028e-12       5.046216541103e-13      -2.971044046548e-15 
  167       6.442183121248e-10       1.273025481818e-13      -5.659629106744e-12       1.260860285753e-15       2.598805413701e-12       4.974285157831e-13      -2.905841557172e-15 
  168       6.478904395195e-10       1.259371750199e-13      -5.604978461890e-12       1.277714489264e-15       2.553516354595e-12       4.903574830064e-13      -2.841047737815e-15 
  169       6.515158597045e-10       1.245510669201e-13      -5.546710389380e-12       1.294707088782e-15       2.509276705809e-12       4.834092060474e-13      -2.776694595066e-15 
  170       6.550934293655e-10       1.231472008374e-13      -5.484816808655e-12       1.311837973472e-15       2.466068132018e-12       4.765839885557e-13      -2.712813359323e-15 
  171       6.586219870408e-10       1.217286736916e-13      -5.419291862142e-12       1.329107001379e-15       2.423868832423e-12       4.698817799573e-13      -2.649434457133e-15 
  172       6.621003528343e-10       1.202987038836e-13      -5.350131954504e-12       1.346513998933e-15       2.382653473699e-12       4.633021678485e-13      -2.586587483533e-15 
  173       6.655273281274e-10       1.188606328104e-13      -5.277335791900e-12       1.364058760455e-15       2.342393122942e-12       4.568443703897e-13      -2.524301174392e-15 
  174       6.689016952923e-10       1.174179263814e-13      -5.200904421231e-12       1.381741047658e-15       2.303055180618e-12       4.505072287000e-13      -2.462603378750e-15 
  175       6.722222174037e-10       1.159741765337e-13      -5.120841269396e-12       1.399560589150e-15       2.264603313512e-12       4.442891992506e-13      -2.401521031165e-15 
  176       6.754876379520e-10       1.145331027483e-13      -5.037152182544e-12       1.417517079942e-15       2.226997387678e-12       4.381883462593e-13      -2.341080124049e-15 
  177       6.786966805553e-10       1.130985535655e-13      -4.949845465327e-12       1.435610180949e-15       2.190193401385e-12       4.322023340842e-13      -2.281305680013e-15 
