# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_fld            14:(.)w_fld              15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_scf            18:(.)p_scf              19:(.)w_scf              20:phi_scf               21:phi'_scf              22:V_scf                 23:V'_scf                24:V''_scf               25:gr.fac. D             26:gr.fac. f          
       5.925654089727e+13       1.893802978574e-25       6.910340744071e-09       8.836124213689e+21       1.195668094762e+04       2.017782470351e-10       7.085115535682e+17       3.989927137980e-09       3.392534365316e+43       5.100601624031e+32       2.786902793667e+33       1.461743466675e-08       1.375743066227e-04      -9.000000000000e-01       2.346849730801e+43       7.807709111974e+43       2.068325015528e+43      -3.428344859602e+40      -1.657546485133e-03      -3.339843914632e+01       1.328230636959e+08       3.107630040582e+43      -9.318210030904e+43       2.794059686840e+44       4.791761218103e-05       1.866306258190e+00 
       5.884443749472e+13       1.919731631277e-25       6.957634468563e-09       8.721795493926e+21       1.195668094762e+04       2.031913543007e-10       7.035841646664e+17       4.017029796688e-09       3.299139919171e+43       4.994922614463e+32       2.729161148915e+33       1.461743466675e-08       1.372865744018e-04      -9.000000000000e-01       2.282242358497e+43       7.606971663787e+43       2.025589385795e+43      -7.877437705272e+40      -3.888960793591e-03      -3.339221830629e+01       1.322162375952e+08       3.050200235251e+43      -9.146007104199e+43       2.742424742590e+44       4.854143324521e-05       1.840600933665e+00 
       5.843519785186e+13       1.946000167277e-25       7.004928193055e-09       8.609040071017e+21       1.195668094762e+04       2.046143657788e-10       6.986910168256e+17       4.044296769751e-09       3.208316074495e+43       4.891432598475e+32       2.672615541959e+33       1.461743466675e-08       1.369994423883e-04      -9.000000000000e-01       2.219413248317e+43       7.411557094437e+43       1.983827771308e+43      -1.200443894657e+41      -6.051149762185e-03      -3.338598817213e+01       1.316194613618e+08       2.993748315382e+43      -8.976736361184e+43       2.691669011859e+44       4.916467161411e-05       1.815551057446e+00 
       5.802880210029e+13       1.972612751253e-25       7.052221917547e-09       8.497834458956e+21       1.195668094762e+04       2.060473508819e-10       6.938318724856e+17       4.071728752704e-09       3.119992094827e+43       4.790086249891e+32       2.617241207162e+33       1.461743466675e-08       1.367129093451e-04      -9.000000000000e-01       2.158313466978e+43       7.221319049182e+43       1.943013487067e+43      -1.582435023325e+41      -8.144230772752e-03      -3.337974845509e+01       1.310325495730e+08       2.938256755951e+43      -8.810345253178e+43       2.641776737958e+44       4.978732098413e-05       1.791131564942e+00 
       5.762523050962e+13       1.999573597082e-25       7.099515642039e-09       8.388155531796e+21       1.195668094762e+04       2.074903795069e-10       6.890064957365e+17       4.099326443942e-09       3.034099189732e+43       4.690839180789e+32       2.563013891537e+33       1.461743466675e-08       1.364269740383e-04      -9.000000000000e-01       2.098895427396e+43       7.036115322560e+43       1.903120705129e+43      -1.935158418151e+41      -1.016834304275e-02      -3.337349886819e+01       1.304553182214e+08       2.883708433966e+43      -8.646782436997e+43       2.592732525664e+44       5.040937512211e-05       1.767318664294e+00 
       5.722446348652e+13       2.026886968507e-25       7.148628355935e-09       8.279980518170e+21       1.195668094762e+04       2.089435220382e-10       6.842146523069e+17       4.127090544828e-09       2.950570461271e+43       4.593647922081e+32       2.509909844136e+33       1.461743466675e-08       1.361416352364e-04      -9.000000000000e-01       2.041112851660e+43       6.855807738127e+43       1.864124424899e+43      -2.259998674647e+41      -1.212364713675e-02      -3.336723912631e+01       1.298875847060e+08       2.830086617468e+43      -8.485997741958e+43       2.544521331327e+44       5.103082786692e-05       1.744089756835e+00 
       5.682648157372e+13       2.054557179801e-25       7.195922080427e-09       8.173286995912e+21       1.195668094762e+04       2.104068493508e-10       6.794561095526e+17       4.155021759796e-09       2.869340851953e+43       4.498469904496e+32       2.457905805661e+33       1.461743466675e-08       1.358568917111e-04      -9.000000000000e-01       1.984920735020e+43       6.680262031755e+43       1.826000444491e+43      -2.558285872059e+41      -1.401032447597e-02      -3.336096894624e+01       1.293291678241e+08       2.777374954818e+43      -8.327942137771e+43       2.497128453245e+44       5.165167313102e-05       1.721423363441e+00 
       5.643126544912e+13       2.082588596463e-25       7.245034794323e-09       8.068052886776e+21       1.195668094762e+04       2.118804328143e-10       6.747306364454e+17       4.183120796469e-09       2.790347094105e+43       4.405263439959e+32       2.406978998285e+33       1.461743466675e-08       1.355727422368e-04      -9.000000000000e-01       1.930275310869e+43       6.509347738382e+43       1.788725333123e+43      -2.831297639245e+41      -1.582857684641e-02      -3.335468804673e+01       1.287798877635e+08       2.725557464273e+43      -8.172567703278e+43       2.450539522287e+44       5.227190490197e-05       1.699299056263e+00 
       5.603879592481e+13       2.110985635909e-25       7.294147508219e-09       7.964256451235e+21       1.195668094762e+04       2.133643442957e-10       6.700380035616e+17       4.211388365767e-09       2.713527660646e+43       4.313987703352e+32       2.357107115693e+33       1.461743466675e-08       1.352891855907e-04      -9.000000000000e-01       1.877134016685e+43       6.342938082103e+43       1.752276404493e+43      -3.080261139915e+41      -1.757862590638e-02      -3.334839614854e+01       1.282395660957e+08       2.674618523838e+43      -8.019827596017e+43       2.404740492769e+44       5.289151724401e-05       1.677697395398e+00 
       5.564905394614e+13       2.139752768189e-25       7.343260222115e-09       7.861876283379e+21       1.195668094762e+04       2.148586561631e-10       6.653779830707e+17       4.239825182032e-09       2.638822717208e+43       4.224602714655e+32       2.308268313318e+33       1.461743466675e-08       1.350062205529e-04      -9.000000000000e-01       1.825455460916e+43       6.180909869515e+43       1.716631691119e+43      -3.306354980395e+41      -1.926071269394e-02      -3.334209297453e+01       1.277080257704e+08       2.624542861384e+43      -7.869676022603e+43       2.359717633572e+44       5.351050429960e-05       1.656599870077e+00 
       5.526202059079e+13       2.168894516715e-25       7.392372936010e-09       7.760891305898e+21       1.195668094762e+04       2.163634412892e-10       6.607503487247e+17       4.268431963139e-09       2.566174075575e+43       4.137069321452e+32       2.260441198786e+33       1.461743466675e-08       1.347238459062e-04      -9.000000000000e-01       1.775199390763e+43       6.023143386196e+43       1.681769919591e+43      -3.510711043012e+41      -2.087509713497e-02      -3.333577824972e+01       1.271850911101e+08       2.575315545031e+43      -7.722068209883e+43       2.315457519492e+44       5.412886029095e-05       1.635988843999e+00 
       5.487767706785e+13       2.198415458999e-25       7.443304639310e-09       7.661280765148e+21       1.195668094762e+04       2.178787730544e-10       6.561548758467e+17       4.297209430629e-09       2.495525148407e+43       4.051349181809e+32       2.213604822559e+33       1.461743466675e-08       1.344420604364e-04      -9.000000000000e-01       1.726326660865e+43       5.869522296243e+43       1.647670486710e+43      -3.694416248028e+41      -2.242205755233e-02      -3.332945170131e+01       1.266705878060e+08       2.526921973785e+43      -7.576960376863e+43       2.271947022826e+44       5.474657952154e-05       1.615847504481e+00 
       5.449600471691e+13       2.228320227408e-25       7.492417353205e-09       7.563024226306e+21       1.195668094762e+04       2.194047253506e-10       6.515913413199e+17       4.326158309829e-09       2.426820905202e+43       3.967404747492e+32       2.167738668769e+33       1.461743466675e-08       1.341608629319e-04      -9.000000000000e-01       1.678799202833e+43       5.719933544770e+43       1.614313436479e+43      -3.858514246946e+41      -2.390189017669e-02      -3.332311305878e+01       1.261643429145e+08       2.479347868422e+43      -7.434309707377e+43       2.229173305171e+44       5.536365637762e-05       1.596159815107e+00 
       5.411698500711e+13       2.258613509937e-25       7.543349056505e-09       7.466101568598e+21       1.195668094762e+04       2.209413725847e-10       6.470595235769e+17       4.355279329987e-09       2.360007829474e+43       3.885199247544e+32       2.122822646239e+33       1.461743466675e-08       1.338802521840e-04      -9.000000000000e-01       1.632579995626e+43       5.574267263263e+43       1.581679437911e+43      -4.004007049936e+41      -2.531490865952e-02      -3.331676205393e+01       1.256661848544e+08       2.432579262615e+43      -7.294074323477e+43       2.187123809450e+44       5.598008532976e-05       1.576910471610e+00 
       5.374059953628e+13       2.289300050990e-25       7.594280759804e-09       7.370492980617e+21       1.195668094762e+04       2.224887896821e-10       6.425592025889e+17       4.384573224401e-09       2.295033877109e+43       3.804696672198e+32       2.078837079698e+33       1.461743466675e-08       1.336002269867e-04      -9.000000000000e-01       1.587633036746e+43       5.432416677732e+43       1.549749763632e+43      -4.131856589964e+41      -2.666144358868e-02      -3.331039842095e+01       1.251759434050e+08       2.386602494297e+43      -7.156213259535e+43       2.145786252144e+44       5.659586093430e-05       1.558084860715e+00 
       5.336683003001e+13       2.320384652183e-25       7.645212463103e-09       7.276178955711e+21       1.195668094762e+04       2.240470520901e-10       6.380901598546e+17       4.414040730554e-09       2.231848435860e+43       3.725861757120e+32       2.035762701171e+33       1.461743466675e-08       1.333207861368e-04      -9.000000000000e-01       1.543923314215e+43       5.294278019553e+43       1.518506269237e+43      -4.242986226178e+41      -2.794184200707e-02      -3.330402189647e+01       1.246934497046e+08       2.341404197249e+43      -7.020686437026e+43       2.105148615730e+44       5.721097783487e-05       1.539669021731e+00 
       5.299565834079e+13       2.351872173155e-25       7.696144166403e-09       7.183140287454e+21       1.195668094762e+04       2.256162357816e-10       6.336521783898e+17       4.443682590258e-09       2.170402285966e+43       3.648659967984e+32       1.993580641548e+33       1.461743466675e-08       1.330419284340e-04      -9.000000000000e-01       1.501416779333e+43       5.159750438925e+43       1.487931373389e+43      -4.338282188924e+41      -2.915646693464e-02      -3.329763221962e+01       1.242185362505e+08       2.296971292917e+43      -6.887454639985e+43       2.065199141327e+44       5.782543076379e-05       1.521649610669e+00 
       5.262706644707e+13       2.383767532403e-25       7.748894859105e-09       7.091358065187e+21       1.195668094762e+04       2.271964172588e-10       6.292450427167e+17       4.473499549789e-09       2.110647561847e+43       3.573057485361e+32       1.952272422330e+33       1.461743466675e-08       1.327636526805e-04      -9.000000000000e-01       1.460080320181e+43       5.028735920869e+43       1.458008038610e+43      -4.418594968764e+41      -3.030569689435e-02      -3.329122913208e+01       1.237510368987e+08       2.253290982446e+43      -6.756479491119e+43       2.025926321524e+44       5.843921454360e-05       1.504013866701e+00 
       5.226103645243e+13       2.416075708130e-25       7.799826562405e-09       7.000813669634e+21       1.195668094762e+04       2.287876735568e-10       6.248685388535e+17       4.503492360038e-09       2.052537714852e+43       3.499021189923e+32       1.911819947544e+33       1.461743466675e-08       1.324859576814e-04      -9.000000000000e-01       1.419881735851e+43       4.901139203693e+43       1.428719752764e+43      -4.484740651681e+41      -3.138992544204e-02      -3.328481237817e+01       1.232907868649e+08       2.210350738921e+43      -6.627723428549e+43       1.987318893416e+44       5.905232408840e-05       1.486749580774e+00 
       5.189755058465e+13       2.448801739102e-25       7.852577255107e-09       6.911488768588e+21       1.195668094762e+04       2.303900822470e-10       6.205224543035e+17       4.533661776654e-09       1.996027477036e+43       3.426518647952e+32       1.872205495826e+33       1.461743466675e-08       1.322088422446e-04      -9.000000000000e-01       1.380789711387e+43       4.776867699831e+43       1.400050511187e+43      -4.537502202666e+41      -3.240956070092e-02      -3.327838170485e+01       1.228376227263e+08       2.168138299820e+43      -6.501149683181e+43       1.949365831812e+44       5.966475440535e-05       1.469845066228e+00 
       5.153659119491e+13       2.481950725535e-25       7.905327947810e-09       6.823365312670e+21       1.195668094762e+04       2.320037214412e-10       6.162065780453e+17       4.564008560194e-09       1.941072825932e+43       3.355518097151e+32       1.833411712668e+33       1.461743466675e-08       1.319323051807e-04      -9.000000000000e-01       1.342773793414e+43       4.655831419014e+43       1.371984799451e+43      -4.577630699704e+41      -3.336502490069e-02      -3.327193686183e+01       1.223913824234e+08       2.126641659672e+43      -6.376722256676e+43       1.912056342631e+44       6.027650059599e-05       1.453289131270e+00 
       5.117814075687e+13       2.515527829988e-25       7.958078640513e-09       6.736425531152e+21       1.195668094762e+04       2.336286697952e-10       6.119207005221e+17       4.594533476280e-09       1.887630950288e+43       3.285988432749e+32       1.795421602824e+33       1.461743466675e-08       1.316563453029e-04      -9.000000000000e-01       1.305804366442e+43       4.537942893675e+43       1.344507576733e+43      -4.605846520191e+41      -3.425675392164e-02      -3.326547760159e+01       1.219519052630e+08       2.085849062902e+43      -6.254405900017e+43       1.875379856477e+44       6.088755785765e-05       1.437071053160e+00 
       5.082218186580e+13       2.549538278280e-25       8.010829333216e-09       6.650651927850e+21       1.195668094762e+04       2.352650065121e-10       6.076646136312e+17       4.625237295753e-09       1.835660216751e+43       3.217899193886e+32       1.758218522876e+33       1.461743466675e-08       1.313809614272e-04      -9.000000000000e-01       1.269852629812e+43       4.423117106542e+43       1.317604259770e+43      -4.622840481632e+41      -3.508519684384e-02      -3.325900367946e+01       1.215190319218e+08       2.045748996880e+43      -6.134166092650e+43       1.839326022381e+44       6.149792148476e-05       1.421180553997e+00 
       5.046869723781e+13       2.583987360417e-25       8.065399015322e-09       6.566027277081e+21       1.195668094762e+04       2.369128113467e-10       6.034381107144e+17       4.656120794828e-09       1.785120137467e+43       3.151220550294e+32       1.721786173949e+33       1.461743466675e-08       1.311061523722e-04      -9.000000000000e-01       1.234890575286e+43       4.311271420337e+43       1.291260707380e+43      -4.629274938513e+41      -3.585081550189e-02      -3.325251485363e+01       1.210926044500e+08       2.006330185148e+43      -6.015969022186e+43       1.803884701721e+44       6.210758687020e-05       1.405607777976e+00 
       5.011766970891e+13       2.618880431548e-25       8.118149708025e-09       6.482534619681e+21       1.195668094762e+04       2.385721646091e-10       5.992409865474e+17       4.687184755263e-09       1.735971338567e+43       3.085923289237e+32       1.686108594582e+33       1.461743466675e-08       1.308319169594e-04      -9.000000000000e-01       1.200890965246e+43       4.202325509536e+43       1.265463205523e+43      -4.625784837052e+41      -3.655408404499e-02      -3.324601088527e+01       1.206724662764e+08       1.967581580840e+43      -5.899781564660e+43       1.769045962294e+44       6.271654950660e-05       1.390343270034e+00 
       4.976908223420e+13       2.654222912928e-25       8.172719390132e-09       6.400157259089e+21       1.195668094762e+04       2.402431471682e-10       5.950730373301e+17       4.718429964516e-09       1.688175529528e+43       3.021978802738e+32       1.651170153747e+33       1.461743466675e-08       1.305582540127e-04      -9.000000000000e-01       1.167827311500e+43       4.096201294107e+43       1.240198452884e+43      -4.612978729561e+41      -3.719548850292e-02      -3.323949153852e+01       1.202584622133e+08       1.929492360270e+43      -5.785571265316e+43       1.734800072562e+44       6.332480498756e-05       1.375377955761e+00 
       4.942291788709e+13       2.690020292904e-25       8.227289072238e-09       6.318878757492e+21       1.195668094762e+04       2.419258404559e-10       5.909340606762e+17       4.749857215915e-09       1.641695473367e+43       2.959359075054e+32       1.616955544004e+33       1.461743466675e-08       1.302851623590e-04      -9.000000000000e-01       1.135673854661e+43       3.992822875189e+43       1.215453546969e+43      -4.591439750012e+41      -3.777552635771e-02      -3.323295658058e+01       1.198504384619e+08       1.892051916704e+43      -5.673306319926e+43       1.701137496046e+44       6.393234900897e-05       1.360703122512e+00 
       4.907915985837e+13       2.726278127923e-25       8.281858754344e-09       6.238682932025e+21       1.195668094762e+04       2.436203264709e-10       5.868238556036e+17       4.781467308827e-09       1.596494957665e+43       2.898036670424e+32       1.583449774808e+33       1.461743466675e-08       1.300126408275e-04      -9.000000000000e-01       1.104405544105e+43       3.892116472634e+43       1.191215970676e+43      -4.561726552412e+41      -3.829470612136e-02      -3.322640578173e+01       1.194482426188e+08       1.855249854301e+43      -5.562955556622e+43       1.668048885880e+44       6.453917737011e-05       1.346310401623e+00 
       4.873779145547e+13       2.763002043553e-25       8.336428436451e-09       6.159553851030e+21       1.195668094762e+04       2.453266877827e-10       5.827422225245e+17       4.813261048828e-09       1.552538766380e+43       2.837984721062e+32       1.550638165947e+33       1.461743466675e-08       1.297406882503e-04      -9.000000000000e-01       1.073998018469e+43       3.794010364374e+43       1.167473579342e+43      -4.524374213425e+41      -3.875354691945e-02      -3.321983891541e+01       1.190517236829e+08       1.819075982214e+43      -5.454488418214e+43       1.635525079508e+44       6.514528597496e-05       1.332191751663e+00 
       4.839879610160e+13       2.800197735528e-25       8.392817107961e-09       6.081475830379e+21       1.195668094762e+04       2.470450075352e-10       5.786889632355e+17       4.845239247879e-09       1.509792652438e+43       2.779176915404e+32       1.518506341123e+33       1.461743466675e-08       1.294693034620e-04      -9.000000000000e-01       1.044427586693e+43       3.698434827549e+43       1.144214588238e+43      -4.479895100747e+41      -3.915257808106e-02      -3.321325575825e+01       1.186607320616e+08       1.783520308868e+43      -5.347874945019e+43       1.603557093539e+44       6.575067083322e-05       1.318339442647e+00 
       4.806215733494e+13       2.837870970809e-25       8.447386790067e-09       6.004433429841e+21       1.195668094762e+04       2.487753694511e-10       5.746638809080e+17       4.877402724502e-09       1.468223311081e+43       2.721587486591e+32       1.487040221659e+33       1.461743466675e-08       1.291984852999e-04      -9.000000000000e-01       1.015671209581e+43       3.605322081339e+43       1.121427560501e+43      -4.428779708572e+41      -3.949233873468e-02      -3.320665609011e+01       1.182751195794e+08       1.748573036381e+43      -5.243085758149e+43       1.572136118730e+44       6.635532806153e-05       1.304746041150e+00 
       4.772785880785e+13       2.876027588666e-25       8.503775461577e-09       5.928411449509e+21       1.195668094762e+04       2.505178578354e-10       5.706667800784e+17       4.909752303957e-09       1.427798353940e+43       2.665191201200e+32       1.456226020336e+33       1.461743466675e-08       1.289282326038e-04      -9.000000000000e-01       9.877064818677e+42       3.514606231467e+43       1.099101395487e+43      -4.371497461500e+41      -3.977337741039e-02      -3.320003969415e+01       1.178947394848e+08       1.714224555153e+43      -5.140092043280e+43       1.541253515122e+44       6.695925388447e-05       1.291404396266e+00 
       4.739588428607e+13       2.914673501786e-25       8.560164133087e-09       5.853394926282e+21       1.195668094762e+04       2.522725575801e-10       5.666974666386e+17       4.942288818428e-09       1.388486283831e+43       2.609963348199e+32       1.426050235368e+33       1.461743466675e-08       1.286585442162e-04      -9.000000000000e-01       9.605116147808e+42       3.426223216303e+43       1.077225317522e+43      -4.308497488157e+41      -3.999625164833e-02      -3.319340635685e+01       1.175194464596e+08       1.680465438606e+43      -5.038865534867e+43       1.510900807311e+44       6.756244463568e-05       1.278307626347e+00 
       4.706621764788e+13       2.953814697390e-25       8.616552804597e-09       5.779369130394e+21       1.195668094762e+04       2.540395541675e-10       5.627557478267e+17       4.975013107198e-09       1.350256470237e+43       2.555879728139e+32       1.396499644487e+33       1.461743466675e-08       1.283894189822e-04      -9.000000000000e-01       9.340654190817e+42       3.340110754536e+43       1.055788865052e+43      -4.240209365763e+41      -4.016152761334e-02      -3.318675586806e+01       1.171490966267e+08       1.647286438064e+43      -4.939378500817e+43       1.481069679843e+44       6.816489675880e-05       1.265449106475e+00 
       4.673884288337e+13       2.993457238380e-25       8.674760465510e-09       5.706319561997e+21       1.195668094762e+04       2.558189336748e-10       5.588414322172e+17       5.007926016844e-09       1.313079125468e+43       2.502916642561e+32       1.367561299162e+33       1.461743466675e-08       1.281208557494e-04      -9.000000000000e-01       9.083472885728e+42       3.256208294362e+43       1.034781880160e+43      -4.167043836805e+41      -4.026977971590e-02      -3.318008802107e+01       1.167835475596e+08       1.614678477792e+43      -4.841603727588e+43       1.451751972755e+44       6.876660680849e-05       1.252822456630e+00 
       4.641374409361e+13       3.033607264508e-25       8.731149137020e-09       5.634231947786e+21       1.195668094762e+04       2.576107827781e-10       5.549543297116e+17       5.041028401418e-09       1.276925281474e+43       2.451050883630e+32       1.339222518933e+33       1.461743466675e-08       1.278528533680e-04      -9.000000000000e-01       8.833371840586e+42       3.174456964145e+43       1.014194498454e+43      -4.089393498964e+41      -4.032159023932e-02      -3.317340261259e+01       1.164226582914e+08       1.582632650166e+43      -4.745514505727e+43       1.422939677233e+44       6.936757145134e-05       1.240421530494e+00 
       4.609090548990e+13       3.074270993555e-25       8.789356797934e-09       5.563092237687e+21       1.195668094762e+04       2.594151887564e-10       5.510942515294e+17       5.074321122638e-09       1.241766767299e+43       2.400259723980e+32       1.311470885860e+33       1.461743466675e-08       1.275854106906e-04      -9.000000000000e-01       8.590156177478e+42       3.094799524501e+43       9.940171392996e+42      -4.007633469381e+41      -4.031754897310e-02      -3.316669944286e+01       1.160662893245e+08       1.551140210990e+43      -4.651084615813e+43       1.394624931401e+44       6.996778746677e-05       1.228240404864e+00 
       4.577031139297e+13       3.115454722548e-25       8.847564458847e-09       5.492886601574e+21       1.195668094762e+04       2.612322394960e-10       5.472610101988e+17       5.107805050080e-09       1.207576187151e+43       2.350520906767e+32       1.284294239091e+33       1.461743466675e-08       1.273185265726e-04      -9.000000000000e-01       8.353636380844e+42       3.017180321775e+43       9.742404963880e+42      -3.922122024286e+41      -4.025825285263e-02      -3.315997831565e+01       1.157143026405e+08       1.520192574946e+43      -4.558288314821e+43       1.366800016226e+44       7.056725174791e-05       1.216273369623e+00 
       4.545194623224e+13       3.157164828985e-25       8.905772119761e-09       5.423601426047e+21       1.195668094762e+04       2.630620234945e-10       5.434544195471e+17       5.141481061373e-09       1.174326899081e+43       2.301812635933e+32       1.257680669543e+33       1.461743466675e-08       1.270521998717e-04      -9.000000000000e-01       8.123628149964e+42       2.941545242861e+43       9.548555286355e+42      -3.833201215005e+41      -4.014430560488e-02      -3.315323903830e+01       1.153665617099e+08       1.489781311178e+43      -4.467100322880e+43       1.339457351555e+44       7.116596130238e-05       1.204514918251e+00 
       4.513579454502e+13       3.199407772091e-25       8.963979780674e-09       5.355223311243e+21       1.195668094762e+04       2.649046298651e-10       5.396742946920e+17       5.175350042390e-09       1.141992994241e+43       2.254113566668e+32       1.231618514686e+33       1.461743466675e-08       1.267864294481e-04      -9.000000000000e-01       7.899952255494e+42       2.867841671328e+43       9.358534513913e+42      -3.741197461304e+41      -3.997631740036e-02      -3.314648142175e+01       1.150229315024e+08       1.459898139007e+43      -4.377495810422e+43       1.312589492258e+44       7.176391325307e-05       1.192959738829e+00 
       4.482184097579e+13       3.242190094094e-25       9.022187441587e-09       5.287739067703e+21       1.195668094762e+04       2.667601483409e-10       5.359204520323e+17       5.209412887450e-09       1.110549276722e+43       2.207402796070e+32       1.206096353445e+33       1.461743466675e-08       1.265212141648e-04      -9.000000000000e-01       7.682434399961e+42       2.796018444811e+43       9.172257279506e+42      -3.646422122982e+41      -3.975490451112e-02      -3.313970528060e+01       1.146832784975e+08       1.430534923771e+43      -4.289450385717e+43       1.286189124487e+44       7.236110483888e-05       1.181602705509e+00 
       4.451007027542e+13       3.285518421522e-25       9.082214091904e-09       5.221135713271e+21       1.195668094762e+04       2.686286692793e-10       5.321927092392e+17       5.243670499513e-09       1.079971243933e+43       2.161659853999e+32       1.181103001200e+33       1.461743466675e-08       1.262565528868e-04      -9.000000000000e-01       7.470905082080e+42       2.726025813639e+43       8.989640613582e+42      -3.549172050590e+41      -3.948068897468e-02      -3.313291043311e+01       1.143474706947e+08       1.401683672796e+43      -4.202940082777e+43       1.260249062057e+44       7.295753341542e-05       1.170438870431e+00 
       4.420046730043e+13       3.329399466527e-25       9.142240742221e-09       5.155400470041e+21       1.195668094762e+04       2.705102836661e-10       5.284908852468e+17       5.278123790380e-09       1.050235067537e+43       2.116864694120e+32       1.156627504894e+33       1.461743466675e-08       1.259924444820e-04      -9.000000000000e-01       7.265199464815e+42       2.657815400650e+43       8.810603864949e+42      -3.449730116151e+41      -3.915429826411e-02      -3.312609670127e+01       1.140153776242e+08       1.373336531485e+43      -4.117941349637e+43       1.234762242924e+44       7.355319645562e-05       1.159463456043e+00 
       4.389301701225e+13       3.373840028231e-25       9.202267392538e-09       5.090520761346e+21       1.195668094762e+04       2.724050831201e-10       5.248148002438e+17       5.312773680897e-09       1.021317574894e+43       2.072997685130e+32       1.132659138235e+33       1.461743466675e-08       1.257288878204e-04      -9.000000000000e-01       7.065157247064e+42       2.591340162169e+43       8.635068624346e+42      -3.348365724655e+41      -3.877636496384e-02      -3.311926391080e+01       1.136868703576e+08       1.345485779522e+43      -4.034431036981e+43       1.209721725780e+44       7.414809155036e-05       1.148671847822e+00 
       4.358770447650e+13       3.418846994095e-25       9.262294042856e-09       5.026484208781e+21       1.195668094762e+04       2.743131598972e-10       5.211642756645e+17       5.347621101156e-09       9.931962310296e+42       2.030039602170e+32       1.109187397010e+33       1.461743466675e-08       1.254658817748e-04      -9.000000000000e-01       6.870622538874e+42       2.526554350113e+43       8.462958650647e+42      -3.245335307129e+41      -3.834752645141e-02      -3.311241189119e+01       1.133618215186e+08       1.318123827204e+43      -3.952386387128e+43       1.185120686749e+44       7.474221640900e-05       1.138059587353e+00 
       4.328451486221e+13       3.464427341313e-25       9.322320693173e-09       4.963278629276e+21       1.195668094762e+04       2.762346068952e-10       5.175391341798e+17       5.382666990703e-09       9.658491210868e+42       1.987971618412e+32       1.086201994483e+33       1.461743466675e-08       1.252034252200e-04      -9.000000000000e-01       6.681443740087e+42       2.463413475183e+43       8.294199799587e+42      -3.140882796032e+41      -3.786842458496e-02      -3.310554047571e+01       1.130401052938e+08       1.291243211879e+43      -3.871785023359e+43       1.160952416183e+44       7.533556885991e-05       1.127622365753e+00 
       4.298343344116e+13       3.510588138233e-25       9.384166332893e-09       4.900892032193e+21       1.195668094762e+04       2.781695176581e-10       5.139391996890e+17       5.417912298738e-09       9.392549332694e+42       1.946775296818e+32       1.063692856894e+33       1.461743466675e-08       1.249415170336e-04      -9.000000000000e-01       6.497473422326e+42       2.401874271121e+43       8.128719954934e+42      -3.035240083674e+41      -3.733970539644e-02      -3.309864950147e+01       1.127215974432e+08       1.264836594495e+43      -3.792604939574e+43       1.137210315568e+44       7.592814685093e-05       1.117356017426e+00 
       4.268444558708e+13       3.557336545798e-25       9.446011972614e-09       4.839312616476e+21       1.195668094762e+04       2.801179863803e-10       5.103642973106e+17       5.453357984326e-09       9.133929422504e+42       1.906432582078e+32       1.041650119057e+33       1.461743466675e-08       1.246801560953e-04      -9.000000000000e-01       6.318568214227e+42       2.341894659998e+43       7.966448962020e+42      -2.928627464349e+41      -3.676201879044e-02      -3.309173880943e+01       1.124061753114e+08       1.238896756268e+43      -3.714824490290e+43       1.113887894519e+44       7.651994844976e-05       1.107256514118e+00 
       4.238753677503e+13       3.604679819017e-25       9.507857612334e-09       4.778528767828e+21       1.195668094761e+04       2.820801079118e-10       5.068142533743e+17       5.489005016605e-09       8.882429930381e+42       1.866925792704e+32       1.020064120033e+33       1.461743466675e-08       1.244193412874e-04      -9.000000000000e-01       6.144588689828e+42       2.283433718496e+43       7.807318563544e+42      -2.821254060844e+41      -3.613601824854e-02      -3.308480824440e+01       1.120937178377e+08       1.213416595444e+43      -3.638422380940e+43       1.090978767871e+44       7.711097184437e-05       1.097319959267e+00 
       4.209269258058e+13       3.652625308458e-25       9.569703252055e-09       4.718529055927e+21       1.195668094761e+04       2.840559777621e-10       5.032888954121e+17       5.524854374994e-09       8.637854852851e+42       1.828237613295e+32       9.989253989126e+32       1.461743466675e-08       1.241590714945e-04      -9.000000000000e-01       5.975399260023e+42       2.226451645163e+43       7.651262337575e+42      -2.713318235954e+41      -3.546236053924e-02      -3.307785765509e+01       1.117841055669e+08       1.188389124176e+43      -3.563377658506e+43       1.068476652876e+44       7.770121534329e-05       1.087542582619e+00 
