# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_scf            16:(.)p_scf              17:(.)w_scf              18:phi_scf               19:phi'_scf              20:V_scf                 21:V'_scf                22:V''_scf               23:gr.fac. D             24:gr.fac. f          
       4.362824280180e+12       3.971004536048e-23       1.062362571247e-07       4.106723809684e+19       1.414401143499e+04       3.241939286724e-09       6.170783650774e+16       6.133545594286e-08       9.968962391740e+38       2.035708928024e+29       1.112285043371e+30       3.492914243310e-08       6.896218044129e+38       1.686518044903e+39       3.408954934972e+00      -3.408954934972e+00      -1.000000000000e+00       8.710000000000e+00      -6.939639668620e-31       1.022686480491e+01       1.554211865002e+00      -1.514346476594e+01       3.740752846457e-05       3.192796476836e-01 
       4.332496802562e+12       4.026793178767e-23       1.069802237907e-07       4.049827779225e+19       1.414401143499e+04       3.264632861730e-09       6.127888431752e+16       6.176480413436e-08       9.694648677718e+38       1.993550629083e+29       1.089250293796e+30       3.492914243310e-08       6.706456350780e+38       1.640110504138e+39       3.408954934972e+00      -3.408954934972e+00      -1.000000000000e+00       8.710000000000e+00      -7.086394647367e-31       1.022686480491e+01       1.554211865002e+00      -1.514346476594e+01       3.749084144571e-05       3.185701373615e-01 
       4.302380141571e+12       4.083365596128e-23       1.077278284356e-07       3.993720006860e+19       1.414401143499e+04       3.287485291762e-09       6.085291392007e+16       6.219715776320e-08       9.427883192963e+38       1.952265402979e+29       1.066692579932e+30       3.492914243310e-08       6.521916287610e+38       1.594979949319e+39       3.408954934972e+00      -3.408954934972e+00      -1.000000000000e+00       8.710000000000e+00      -7.236253103454e-31       1.022686480491e+01       1.554211865002e+00      -1.514346476594e+01       3.757415442685e-05       3.178637734267e-01 
       4.272472831749e+12       4.140732799381e-23       1.084827090381e-07       3.938389571777e+19       1.414401143499e+04       3.310497688805e-09       6.042990458795e+16       6.263253786744e-08       9.168458234537e+38       1.911835168903e+29       1.044602022660e+30       3.492914243310e-08       6.342454172186e+38       1.551091241908e+39       3.408954934972e+00      -3.408954934972e+00      -1.000000000000e+00       8.710000000000e+00      -7.389280667188e-31       1.022686480491e+01       1.554211865002e+00      -1.514346476594e+01       3.765746740799e-05       3.171605349960e-01 
       4.242773417824e+12       4.198905954472e-23       1.092412276193e-07       3.883825704466e+19       1.414401143499e+04       3.333671172626e-09       6.000983573778e+16       6.307096563241e-08       8.916171814813e+38       1.872242220487e+29       1.022968947450e+30       3.492914243310e-08       6.167930275754e+38       1.508410210267e+39       3.408954934972e+00      -3.408954934972e+00      -1.000000000000e+00       8.710000000000e+00      -7.545544356783e-31       1.022686480491e+01       1.554211865002e+00      -1.514346476594e+01       3.774078038913e-05       3.164604013709e-01 
       4.213280454642e+12       4.257896384218e-23       1.100070221582e-07       3.830017784620e+19       1.414401143499e+04       3.357006870834e-09       5.959268692927e+16       6.351246239173e-08       8.670827504214e+38       1.833469218053e+29       1.001783880125e+30       3.492914243310e-08       5.998208714443e+38       1.466903623051e+39       3.408954934972e+00      -3.408954934972e+00      -1.000000000000e+00       8.710000000000e+00      -7.705112607710e-31       1.022686480491e+01       1.554211865002e+00      -1.514346476594e+01       3.782409337028e-05       3.157633520349e-01 
       4.183992507092e+12       4.317715570512e-23       1.107764546759e-07       3.776955339073e+19       1.414401143499e+04       3.380505918930e-09       5.917843786422e+16       6.395704962836e-08       8.432234278273e+38       1.795499181016e+29       9.810375427137e+29       3.492914243310e-08       5.833157343470e+38       1.426539163335e+39       3.408954934972e+00      -3.408954934972e+00      -1.000000000000e+00       8.710000000000e+00      -7.868055302668e-31       1.022686480491e+01       1.554211865002e+00      -1.514346476594e+01       3.790740635143e-05       3.150693666521e-01 
       4.154908150042e+12       4.378375156554e-23       1.115531631513e-07       3.724628039753e+19       1.414401143499e+04       3.404169460362e-09       5.876706838552e+16       6.440474897565e-08       8.200206368899e+38       1.758315480449e+29       9.607208493845e+29       3.492914243310e-08       5.672647654248e+38       1.387285403451e+39       3.408954934972e+00      -3.408954934972e+00      -1.000000000000e+00       8.710000000000e+00      -8.034443802189e-31       1.022686480491e+01       1.554211865002e+00      -1.514346476594e+01       3.799071933258e-05       3.143784250649e-01 
       4.126025968264e+12       4.439886949120e-23       1.123335096054e-07       3.673025701680e+19       1.414401143499e+04       3.427998646585e-09       5.835855847618e+16       6.485558221837e-08       7.974563119741e+38       1.721901831799e+29       9.408249024690e+29       3.492914243310e-08       5.516554674334e+38       1.349111780521e+39       3.408954934972e+00      -3.408954934972e+00      -1.000000000000e+00       8.710000000000e+00      -8.204350975891e-31       1.022686480491e+01       1.554211865002e+00      -1.514346476594e+01       3.807403231373e-05       3.136905072921e-01 
       4.097344556369e+12       4.502262920860e-23       1.131193130277e-07       3.622138280981e+19       1.414401143498e+04       3.451994637111e-09       5.795288825837e+16       6.530957129379e-08       7.755128845529e+38       1.686242287759e+29       9.213409885639e+29       3.492914243310e-08       5.364756870123e+38       1.311988572655e+39       3.408954934972e+00      -3.408954934972e+00      -1.000000000000e+00       8.710000000000e+00      -8.377851234390e-31       1.022686480491e+01       1.554211865002e+00      -1.514346476594e+01       3.815734529489e-05       3.130055935272e-01 
