# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:dd                     4:dT                 
    2       8.805885911516e+02       4.900505349593e-08       3.208225316865e-03 
    3       8.186647243706e+02       6.099314057591e-08       3.199246311715e-03 
    4       7.641332273568e+02       7.080520136950e-08       3.119386975476e-03 
    5       7.241419564679e+02       7.932325723311e-08       3.017662646773e-03 
    6       6.963332477023e+02       8.669927915311e-08       2.906602885407e-03 
    7       6.783010415162e+02       9.310577318784e-08       2.789888056960e-03 
    8       6.674097136549e+02       9.876699186648e-08       2.672667682795e-03 
    9       6.623730929468e+02       1.038659068820e-07       2.561951844780e-03 
   10       6.627983079428e+02       1.084864415904e-07       2.460897731964e-03 
   11       6.663453236557e+02       1.093823151207e-07       2.373437891685e-03 
   12       6.720337776677e+02       1.128618462616e-07       2.278646831434e-03 
   13       6.801538863183e+02       1.159636916567e-07       2.193419077713e-03 
   14       6.902989019524e+02       1.187295417303e-07       2.107165522318e-03 
   15       7.021774366125e+02       1.211946548067e-07       2.031304436352e-03 
   16       7.157771159824e+02       1.233909055976e-07       1.963287089467e-03 
   17       7.308175416078e+02       1.253451403164e-07       1.899790726193e-03 
   18       7.461810786670e+02       1.270305358113e-07       1.836959870242e-03 
   19       7.616238111034e+02       1.286165240227e-07       1.776557076127e-03 
   20       7.770777426518e+02       1.299642903538e-07       1.718644925221e-03 
   21       7.932485419113e+02       1.311610275583e-07       1.664437371995e-03 
   22       8.107648613225e+02       1.321825444464e-07       1.612935569099e-03 
   23       8.288633198247e+02       1.330988503646e-07       1.563429108649e-03 
   24       8.463438506722e+02       1.338621884413e-07       1.513942773825e-03 
   25       8.636936644738e+02       1.345268934124e-07       1.466629886236e-03 
   26       8.817672602828e+02       1.350717726854e-07       1.423860668010e-03 
   27       9.003636857458e+02       1.355237017044e-07       1.384652214230e-03 
   28       9.189305435210e+02       1.358468812923e-07       1.346059530142e-03 
   29       9.374750664156e+02       1.361139263929e-07       1.308552573651e-03 
   30       9.561347583873e+02       1.363452813423e-07       1.273192634056e-03 
   31       9.749989544723e+02       1.364618696911e-07       1.240315601705e-03 
   32       9.941183057575e+02       1.365080721581e-07       1.209828616081e-03 
   33       1.013484586369e+03       1.365120051047e-07       1.180713857479e-03 
   34       1.033048064697e+03       1.364377738067e-07       1.151386598367e-03 
   35       1.052815395444e+03       1.363168961106e-07       1.122126803621e-03 
   36       1.072775560104e+03       1.361561712041e-07       1.093631035349e-03 
   37       1.092891529854e+03       1.359170909907e-07       1.066372893939e-03 
   38       1.113178641055e+03       1.356375256408e-07       1.040658044692e-03 
   39       1.133645140033e+03       1.353527310711e-07       1.016484764164e-03 
   40       1.154266811667e+03       1.350496631735e-07       9.934397442529e-04 
   41       1.175007638871e+03       1.346820275808e-07       9.709070205234e-04 
   42       1.195898114510e+03       1.342720534583e-07       9.490189768468e-04 
