# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:dd                     4:dT                 
  165       5.841653495574e+13       6.457011279494e+02       1.110848519629e+06 
  166       5.913641592476e+13       6.455806856863e+02       1.101957749176e+06 
  167       5.986093146022e+13       6.454181863992e+02       1.093157324802e+06 
  168       6.059011210651e+13       6.452157178065e+02       1.084451305192e+06 
  169       6.132398963220e+13       6.449750141428e+02       1.075842817626e+06 
  170       6.206259704774e+13       6.446974234415e+02       1.067334011804e+06 
  171       6.280596862292e+13       6.443838737670e+02       1.058926012983e+06 
  172       6.355413990453e+13       6.440348383807e+02       1.050618874432e+06 
  173       6.430714773388e+13       6.436502998309e+02       1.042411529212e+06 
  174       6.506503026441e+13       6.432297129508e+02       1.034301741274e+06 
  175       6.582782697924e+13       6.427719667539e+02       1.026286055869e+06 
  176       6.659557870874e+13       6.422753452126e+02       1.018359749290e+06 
  177       6.736832764815e+13       6.417374869078e+02       1.010516777920e+06 
  178       6.814611737510e+13       6.411553435361e+02       1.002749726607e+06 
  179       6.892899286722e+13       6.405251372625e+02       9.950497563572e+05 
  180       6.971699378360e+13       6.398436693504e+02       9.874111623306e+05 
  181       7.051013367540e+13       6.391125742760e+02       9.798457696347e+05 
  182       7.130841915265e+13       6.383346528958e+02       9.723701479491e+05 
  183       7.211185646465e+13       6.375125621122e+02       9.650011486063e+05 
  184       7.292045149270e+13       6.366487974827e+02       9.577559009595e+05 
  185       7.373420974292e+13       6.357456752755e+02       9.506518086331e+05 
  186       7.455313633896e+13       6.348053139630e+02       9.437065456586e+05 
  187       7.537723601479e+13       6.338296151492e+02       9.369380524921e+05 
  188       7.620651310749e+13       6.328202439217e+02       9.303645319177e+05 
  189       7.704097154996e+13       6.317786086240e+02       9.240044448328e+05 
  190       7.788061486370e+13       6.307058400409e+02       9.178765059183e+05 
  191       7.872544615161e+13       6.296027699901e+02       9.119996791919e+05 
  192       7.957546809071e+13       6.284699093138e+02       9.063931734453e+05 
  193       8.043068292492e+13       6.273074252645e+02       9.010764375654e+05 
  194       8.129109245785e+13       6.261151182774e+02       8.960691557384e+05 
  195       8.215669804551e+13       6.248923981236e+02       8.913912425387e+05 
  196       8.302750058912e+13       6.236382594371e+02       8.870628379008e+05 
  197       8.390350052783e+13       6.223512566104e+02       8.831043019748e+05 
