# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_scf            16:(.)p_scf              17:(.)w_scf              18:phi_scf               19:phi'_scf              20:V_scf                 21:V'_scf                22:V''_scf               23:gr.fac. D             24:gr.fac. f          
       1.029597114639e+12       7.130191464950e-22       4.501653165789e-07       2.287150206777e+18       1.416433108282e+04       1.375715887449e-08       1.458355441368e+16       2.599034247633e-07       3.092063037240e+36       2.675558601299e+27       1.461890633735e+28       3.492914243310e-08       2.138993013823e+36       5.231056068358e+36       3.078807465639e+06      -3.078807465639e+06      -1.000000000000e+00       8.000000000000e+00      -1.659861280229e-22       9.236422396917e+06       4.885891421389e+06      -1.170084738937e+07       5.131798021196e-05       2.185313468132e-01 
       1.022440034398e+12       7.230363524786e-22       4.533176252153e-07       2.255463204246e+18       1.416433108282e+04       1.385345898661e-08       1.448217915956e+16       2.617227487348e-07       3.006979428494e+36       2.620149403159e+27       1.431615764126e+28       3.492914243310e-08       2.080134820279e+36       5.087114265709e+36       3.078807465639e+06      -3.078807465639e+06      -1.000000000000e+00       8.000000000000e+00      -1.694962936045e-22       9.236422396917e+06       4.885891421389e+06      -1.170084738937e+07       5.139620884140e-05       2.181987268304e-01 
       1.015332705460e+12       7.331942901889e-22       4.564899427351e-07       2.224215204859e+18       1.416433108282e+04       1.395043319951e-08       1.438150859936e+16       2.635548079741e-07       2.924237046428e+36       2.565887695953e+27       1.401967868731e+28       3.492914243310e-08       2.022896214514e+36       4.947133277528e+36       3.078807465639e+06      -3.078807465639e+06      -1.000000000000e+00       8.000000000000e+00      -1.730806898616e-22       9.236422396917e+06       4.885891421389e+06      -1.170084738937e+07       5.147443747085e-05       2.178671178509e-01 
       1.008274781986e+12       7.434949367660e-22       4.596859071171e-07       2.193400126508e+18       1.416433108281e+04       1.404808623191e-08       1.428153783452e+16       2.653996916281e-07       2.843771468029e+36       2.512749715839e+27       1.372933963293e+28       3.492914243310e-08       1.967232630695e+36       4.811004114965e+36       3.078807465639e+06      -3.078807465639e+06      -1.000000000000e+00       8.000000000000e+00      -1.767408865757e-22       9.236422396917e+06       4.885891421389e+06      -1.170084738937e+07       5.155266610032e-05       2.175365152722e-01 
       1.001265920542e+12       7.539402971268e-22       4.629036993720e-07       2.163011971348e+18       1.416433108281e+04       1.414642283553e-08       1.418226200051e+16       2.672574894676e-07       2.765520042998e+36       2.460712191109e+27       1.344501332451e+28       3.492914243310e-08       1.913100729292e+36       4.678620788196e+36       3.078807465639e+06      -3.078807465639e+06      -1.000000000000e+00       8.000000000000e+00      -1.804784867252e-22       9.236422396917e+06       4.885891421389e+06      -1.170084738937e+07       5.163089472980e-05       2.172069145197e-01 
       9.943057800818e+11       7.645324043551e-22       4.661433194997e-07       2.133044824633e+18       1.416433108281e+04       1.424544779537e-08       1.408367626664e+16       2.691282918920e-07       2.689421844972e+36       2.409752331998e+27       1.316657524174e+28       3.492914243310e-08       1.860458363344e+36       4.549880223892e+36       3.078807465639e+06      -3.078807465639e+06      -1.000000000000e+00       8.000000000000e+00      -1.842951271869e-22       9.236422396917e+06       4.885891421389e+06      -1.170084738937e+07       5.170912335929e-05       2.168783110466e-01 
       9.873940219282e+11       7.752733200978e-22       4.694065864896e-07       2.103492853558e+18       1.416433108280e+04       1.434516592994e-08       1.398577583579e+16       2.710121899333e-07       2.615417624083e+36       2.359847820706e+27       1.289390344302e+28       3.492914243310e-08       1.809264545634e+36       4.424682184971e+36       3.078807465639e+06      -3.078807465639e+06      -1.000000000000e+00       8.000000000000e+00      -1.881924794535e-22       9.236422396917e+06       4.885891421389e+06      -1.170084738937e+07       5.178735198879e-05       2.165507003334e-01 
       9.805303097599e+11       7.861651349656e-22       4.726935003418e-07       2.074350306133e+18       1.416433108280e+04       1.444558209145e-08       1.388855594417e+16       2.729092752609e-07       2.543449760830e+36       2.310976801617e+27       1.262687851210e+28       3.492914243310e-08       1.759479416785e+36       4.302929192553e+36       3.078807465639e+06      -3.078807465639e+06      -1.000000000000e+00       8.000000000000e+00      -1.921722503652e-22       9.236422396917e+06       4.885891421389e+06      -1.170084738937e+07       5.186558061831e-05       2.162240778882e-01 
       9.737143095927e+11       7.972099689403e-22       4.760022420669e-07       2.045611510053e+18       1.416433108280e+04       1.454670116608e-08       1.379201186114e+16       2.748196401857e-07       2.473462221213e+36       2.263117871733e+27       1.236538350578e+28       3.492914243310e-08       1.711064214219e+36       4.184526450061e+36       3.078807465639e+06      -3.078807465639e+06      -1.000000000000e+00       8.000000000000e+00      -1.962361828575e-22       9.236422396917e+06       4.885891421389e+06      -1.170084738937e+07       5.194380924784e-05       2.158984392457e-01 
       9.669456897643e+11       8.084099717874e-22       4.793328116648e-07       2.017270871603e+18       1.416433108279e+04       1.464852807424e-08       1.369613888892e+16       2.767433776650e-07       2.405400513110e+36       2.216250071302e+27       1.210930390265e+28       3.492914243310e-08       1.663981241981e+36       4.069381769417e+36       3.078807465639e+06      -3.078807465639e+06      -1.000000000000e+00       8.000000000000e+00      -2.003860567239e-22       9.236422396917e+06       4.885891421389e+06      -1.170084738937e+07       5.202203787738e-05       2.155737799678e-01 
