# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:dd                     4:dT                 
    2       4.743100423746e+02       4.356313395598e-08       3.161076595656e-03 
    3       4.161820806981e+02       5.397558175761e-08       3.073984646282e-03 
    4       3.808863066002e+02       6.268114712297e-08       2.959809058843e-03 
    5       3.623540256118e+02       7.023811339526e-08       2.841389945850e-03 
    6       3.558822159300e+02       7.688525852699e-08       2.723689836048e-03 
    7       3.578689983044e+02       8.280782393282e-08       2.608938808088e-03 
    8       3.661595129239e+02       8.809970754904e-08       2.499162017769e-03 
    9       3.793890074436e+02       9.284722392085e-08       2.396837199561e-03 
   10       3.958715407068e+02       9.712162737538e-08       2.302415429260e-03 
   11       4.151480588360e+02       9.822777222221e-08       2.218863396976e-03 
   12       4.362865881932e+02       1.015188740487e-07       2.131991915848e-03 
   13       4.589860058165e+02       1.044751125482e-07       2.055285763805e-03 
   14       4.828625939490e+02       1.071339546485e-07       1.982486474119e-03 
   15       5.078183888621e+02       1.095252635511e-07       1.916391707013e-03 
   16       5.333030940748e+02       1.116766633313e-07       1.853718701135e-03 
   17       5.595887878787e+02       1.136115285814e-07       1.793560453470e-03 
   18       5.862382040757e+02       1.153056199000e-07       1.737417349265e-03 
   19       6.132626804695e+02       1.169092090640e-07       1.686265999600e-03 
   20       6.407719727975e+02       1.182983647528e-07       1.636242046464e-03 
   21       6.686461426036e+02       1.195506618751e-07       1.587158560850e-03 
   22       6.966347025450e+02       1.206439915288e-07       1.538286770874e-03 
   23       7.248051325786e+02       1.216407041213e-07       1.491514088110e-03 
   24       7.532563689424e+02       1.224978921053e-07       1.448174652168e-03 
   25       7.818893617647e+02       1.232640075791e-07       1.407961864622e-03 
   26       8.105228608646e+02       1.239197899391e-07       1.368897542358e-03 
   27       8.391856598953e+02       1.244891841106e-07       1.331419714489e-03 
   28       8.679455821320e+02       1.249399583259e-07       1.296126142655e-03 
   29       8.968216793203e+02       1.253372785083e-07       1.263533789927e-03 
   30       9.257846455130e+02       1.256994115814e-07       1.233211406621e-03 
   31       9.547808443207e+02       1.259551884630e-07       1.203841552532e-03 
   32       9.838237797782e+02       1.261445380170e-07       1.175368974929e-03 
   33       1.012929595213e+03       1.262926992777e-07       1.147629135572e-03 
   34       1.042094355203e+03       1.263672492102e-07       1.120048909131e-03 
   35       1.071309993152e+03       1.263965737426e-07       1.093026010942e-03 
   36       1.100548388303e+03       1.263867256286e-07       1.067051739768e-03 
   37       1.129771500849e+03       1.263028690458e-07       1.042364391127e-03 
   38       1.158991332990e+03       1.261792535925e-07       1.019172701925e-03 
   39       1.188226116971e+03       1.260477754644e-07       9.974203391785e-04 
   40       1.217482164879e+03       1.258966389434e-07       9.766415452322e-04 
   41       1.246758101414e+03       1.256839630282e-07       9.561733599085e-04 
   42       1.276063165959e+03       1.254299166250e-07       9.361146761769e-04 
   43       1.305402105206e+03       1.251571844592e-07       9.166981764796e-04 
   44       1.334768597607e+03       1.248592391557e-07       8.980123626882e-04 
   45       1.364150756828e+03       1.245112870542e-07       8.800414644514e-04 
   46       1.393552527265e+03       1.241349658019e-07       8.628804936637e-04 
   47       1.422976574887e+03       1.237555137194e-07       8.465644121556e-04 
   48       1.452417268691e+03       1.233800427538e-07       8.309850261909e-04 
   49       1.481859828640e+03       1.229920306140e-07       8.158675622636e-04 
   50       1.511288961353e+03       1.225620742640e-07       8.008795949798e-04 
   51       1.540719507373e+03       1.221027556622e-07       7.860705948977e-04 
   52       1.570172639914e+03       1.216321424658e-07       7.715662884487e-04 
   53       1.599666708221e+03       1.211565087650e-07       7.574418157827e-04 
   54       1.629216831992e+03       1.206670943024e-07       7.437127404334e-04 
   55       1.658834533612e+03       1.201476319356e-07       7.303615321496e-04 
   56       1.688527457029e+03       1.196102916388e-07       7.174512428426e-04 
   57       1.718298868634e+03       1.190708711808e-07       7.050370739121e-04 
   58       1.748147218015e+03       1.185373997830e-07       6.931278264098e-04 
   59       1.778065733855e+03       1.180081419220e-07       6.816792314886e-04 
   60       1.808042019818e+03       1.174694187839e-07       6.705869962968e-04 
   61       1.838063801578e+03       1.169028918364e-07       6.597288708223e-04 
   62       1.868138589515e+03       1.163170987122e-07       6.491245982270e-04 
   63       1.898277732513e+03       1.157255959935e-07       6.388165617630e-04 
   64       1.928490451485e+03       1.151374914247e-07       6.288218888695e-04 
   65       1.958783630440e+03       1.145563416476e-07       6.191290729906e-04 
   66       1.989161607545e+03       1.139789572295e-07       6.096944634715e-04 
   67       2.019625966190e+03       1.133941120311e-07       6.004386235311e-04 
   68       2.050177446231e+03       1.127881186445e-07       5.912774335025e-04 
   69       2.080822594453e+03       1.121675573326e-07       5.822352162014e-04 
   70       2.111568092517e+03       1.115431017293e-07       5.733589887919e-04 
   71       2.142418604075e+03       1.109227620371e-07       5.646851368476e-04 
   72       2.173376620054e+03       1.103112686724e-07       5.562379450471e-04 
   73       2.204442303949e+03       1.097094088183e-07       5.480280740814e-04 
   74       2.235613337112e+03       1.091133145230e-07       5.400509837714e-04 
   75       2.266884764035e+03       1.085137009867e-07       5.322853023958e-04 
   76       2.298251782193e+03       1.078999828605e-07       5.247051678649e-04 
   77       2.329719040871e+03       1.072762991298e-07       5.173250245362e-04 
   78       2.361292764824e+03       1.066497661952e-07       5.101639494027e-04 
   79       2.392977867347e+03       1.060257084122e-07       5.032317376124e-04 
   80       2.424777855950e+03       1.054072983283e-07       4.965279108050e-04 
   81       2.456694738025e+03       1.047951724313e-07       4.900406942165e-04 
   82       2.488728926514e+03       1.041870217744e-07       4.837459625535e-04 
   83       2.520879145577e+03       1.035771568451e-07       4.776061546345e-04 
   84       2.553143873073e+03       1.029592456389e-07       4.715829468929e-04 
   85       2.585526149381e+03       1.023366572996e-07       4.656814392161e-04 
   86       2.618029396530e+03       1.017146542527e-07       4.599148581384e-04 
   87       2.650655884783e+03       1.010972785963e-07       4.542912244518e-04 
   88       2.683406664132e+03       1.004871325430e-07       4.488128399157e-04 
   89       2.716281495795e+03       9.988514535041e-08       4.434757591924e-04 
   90       2.749278783714e+03       9.929032642119e-08       4.382692470080e-04 
   91       2.782395506053e+03       9.869950425651e-08       4.331752205387e-04 
   92       2.815627146694e+03       9.810705094630e-08       4.281676770234e-04 
   93       2.848969318992e+03       9.750720406724e-08       4.232215680862e-04 
   94       2.882423065158e+03       9.690250634207e-08       4.183430370092e-04 
   95       2.915990230961e+03       9.629733701755e-08       4.135448905968e-04 
   96       2.949671799817e+03       9.569540404107e-08       4.088374984498e-04 
   97       2.983467847523e+03       9.509962538882e-08       4.042285530089e-04 
   98       3.017377496976e+03       9.451200365211e-08       3.997228231580e-04 
   99       3.051398872909e+03       9.393349373715e-08       3.953219013873e-04 
  100       3.085529056610e+03       9.336386353393e-08       3.910239445166e-04 
  101       3.119764040652e+03       9.280154740951e-08       3.868234079787e-04 
  102       3.154098683622e+03       9.224349238106e-08       3.827107736627e-04 
  103       3.188526664843e+03       9.168499682434e-08       3.786722713172e-04 
  104       3.223041842253e+03       9.112145561401e-08       3.746947159135e-04 
  105       3.257642632453e+03       9.055452019136e-08       3.707817711243e-04 
  106       3.292328140690e+03       8.998727031902e-08       3.669404395036e-04 
  107       3.327096781049e+03       8.942238090637e-08       3.631760963577e-04 
  108       3.361946246606e+03       8.886205725546e-08       3.594923542844e-04 
  109       3.396873479565e+03       8.830796700206e-08       3.558909245047e-04 
  110       3.431874641411e+03       8.776116868808e-08       3.523714749870e-04 
  111       3.466945083053e+03       8.722203690181e-08       3.489314853620e-04 
  112       3.502079314969e+03       8.669018392222e-08       3.455660986312e-04 
  113       3.537270977355e+03       8.616437780367e-08       3.422679696658e-04 
  114       3.572512810269e+03       8.564245683739e-08       3.390271104992e-04 
  115       3.607796623779e+03       8.512124032604e-08       3.358307324103e-04 
  116       3.643114482030e+03       8.459769818054e-08       3.326669995108e-04 
  117       3.678462482609e+03       8.407299314684e-08       3.295374219684e-04 
  118       3.713837382759e+03       8.354923785298e-08       3.264464149488e-04 
  119       3.749235407658e+03       8.302828142293e-08       3.233975169566e-04 
  120       3.784652231293e+03       8.251167251266e-08       3.203933232843e-04 
  121       3.820082957344e+03       8.200062066088e-08       3.174354180348e-04 
  122       3.855522100063e+03       8.149595592540e-08       3.145243047200e-04 
  123       3.890963565152e+03       8.099808677606e-08       3.116593354331e-04 
  124       3.926400630642e+03       8.050695621491e-08       3.088386385959e-04 
  125       3.961825927771e+03       8.002199609474e-08       3.060590452807e-04 
  126       3.997231421867e+03       7.954207960667e-08       3.033160141070e-04 
  127       4.032608393225e+03       7.906547190777e-08       3.006035547128e-04 
  128       4.067947417986e+03       7.858977885952e-08       2.979141498004e-04 
  129       4.103239328817e+03       7.811279048325e-08       2.952411736579e-04 
  130       4.138478256717e+03       7.763533988373e-08       2.925867715796e-04 
  131       4.173658888322e+03       7.715896608652e-08       2.899551246641e-04 
  132       4.208775504023e+03       7.668505211025e-08       2.873500366647e-04 
  133       4.243821965857e+03       7.621480473009e-08       2.847749041879e-04 
  134       4.278791705399e+03       7.574923340533e-08       2.822326862946e-04 
  135       4.313677711647e+03       7.528912835824e-08       2.797258735034e-04 
  136       4.348472518921e+03       7.483503779105e-08       2.772564561977e-04 
  137       4.383168194746e+03       7.438724422791e-08       2.748258924349e-04 
  138       4.417756327745e+03       7.394573996900e-08       2.724350751585e-04 
  139       4.452228015530e+03       7.351020164347e-08       2.700842988138e-04 
  140       4.486573852591e+03       7.307996384843e-08       2.677732253651e-04 
  141       4.520783918187e+03       7.265399186060e-08       2.655008497168e-04 
