# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:dd                     4:dT                 
  275       6.433120433229e+03       2.362547656685e-09       1.488105985441e-05 
  276       6.448546330785e+03       2.334898099993e-09       1.529159613289e-05 
  277       6.464871666785e+03       2.307517834211e-09       1.569896374937e-05 
  278       6.482077919523e+03       2.280386130380e-09       1.610250493686e-05 
  279       6.500146934988e+03       2.253486104641e-09       1.650163108764e-05 
  280       6.519065146187e+03       2.226824694109e-09       1.689610292153e-05 
  281       6.538819551465e+03       2.200414569437e-09       1.728577136343e-05 
  282       6.559396342021e+03       2.174267845865e-09       1.767048866538e-05 
  283       6.580780893275e+03       2.148396052093e-09       1.805010848426e-05 
  284       6.602957756242e+03       2.122810098589e-09       1.842448596014e-05 
  285       6.625910648894e+03       2.097520245305e-09       1.879347779548e-05 
  286       6.649622447535e+03       2.072536068804e-09       1.915694233503e-05 
  287       6.674075178162e+03       2.047866428798e-09       1.951473964649e-05 
  288       6.699250007841e+03       2.023519434084e-09       1.986673160196e-05 
  289       6.725127236073e+03       1.999502407887e-09       2.021278196012e-05 
  290       6.751686286158e+03       1.975821852590e-09       2.055275644916e-05 
  291       6.778905696571e+03       1.952483413854e-09       2.088652285048e-05 
  292       6.806763112325e+03       1.929491844135e-09       2.121395108317e-05 
  293       6.835235276343e+03       1.906850965571e-09       2.153491328920e-05 
  294       6.864298020823e+03       1.884563632253e-09       2.184928391938e-05 
  295       6.893926258610e+03       1.862631691869e-09       2.215693982012e-05 
  296       6.924093974562e+03       1.841055946720e-09       2.245776032087e-05 
  297       6.954774216921e+03       1.819836114095e-09       2.275162732240e-05 
  298       6.985939088678e+03       1.798970786018e-09       2.303842538577e-05 
  299       7.017559738946e+03       1.778457388339e-09       2.331804182207e-05 
  300       7.049606354325e+03       1.758292139191e-09       2.359036678298e-05 
  301       7.082048150272e+03       1.738470006788e-09       2.385529335197e-05 
  302       7.114853362469e+03       1.718984666570e-09       2.411271763638e-05 
  303       7.147989238191e+03       1.699828457688e-09       2.436253886015e-05 
  304       7.181422027677e+03       1.680992338826e-09       2.460465945740e-05 
  305       7.215116975497e+03       1.662465843356e-09       2.483898516669e-05 
  306       7.249038311918e+03       1.644237033821e-09       2.506542512607e-05 
  307       7.283149244277e+03       1.626292455740e-09       2.528389196891e-05 
  308       7.317411948347e+03       1.608617090733e-09       2.549430192046e-05 
  309       7.351787559705e+03       1.591194308965e-09       2.569657489512e-05 
  310       7.386236165105e+03       1.574005820899e-09       2.589063459457e-05 
  311       7.420716793837e+03       1.557031628355e-09       2.607640860660e-05 
  312       7.455192870140e+03       1.540254979449e-09       2.625383654181e-05 
  313       7.489648867709e+03       1.523677846918e-09       2.642289486466e-05 
  314       7.524074411084e+03       1.507306781198e-09       2.658357398018e-05 
  315       7.558458882377e+03       1.491148018360e-09       2.673587048176e-05 
  316       7.592791419346e+03       1.475207465489e-09       2.687978728384e-05 
  317       7.627060913479e+03       1.459490685836e-09       2.701533375544e-05 
  318       7.661256008070e+03       1.444002883710e-09       2.714252585470e-05 
  319       7.695365096300e+03       1.428748889147e-09       2.726138626430e-05 
  320       7.729376319313e+03       1.413733142324e-09       2.737194452792e-05 
  321       7.763277564298e+03       1.398959677730e-09       2.747423718756e-05 
  322       7.797056462569e+03       1.384432108092e-09       2.756830792185e-05 
  323       7.830700387640e+03       1.370153608056e-09       2.765420768531e-05 
  324       7.864196453308e+03       1.356126897609e-09       2.773199484852e-05 
  325       7.897531511728e+03       1.342354225259e-09       2.780173533928e-05 
  326       7.930692151498e+03       1.328837350959e-09       2.786350278467e-05 
  327       7.963664695731e+03       1.315577528774e-09       2.791737865411e-05 
  328       7.996435200139e+03       1.302575489299e-09       2.796345240332e-05 
  329       8.028989451112e+03       1.289831421812e-09       2.800182161928e-05 
  330       8.061312963794e+03       1.277344956174e-09       2.803259216603e-05 
  331       8.093390980165e+03       1.265115144466e-09       2.805587833156e-05 
  332       8.125208467118e+03       1.253140442367e-09       2.807180297553e-05 
  333       8.156750114539e+03       1.241418690262e-09       2.808049767799e-05 
  334       8.188000333387e+03       1.229947094093e-09       2.808210288906e-05 
  335       8.218943253770e+03       1.218722205942e-09       2.807676807948e-05 
  336       8.249562723029e+03       1.207739904340e-09       2.806465189223e-05 
  337       8.279842303812e+03       1.196995374313e-09       2.804592229495e-05 
  338       8.309765272156e+03       1.186483087158e-09       2.802075673342e-05 
  339       8.339314615566e+03       1.176196779940e-09       2.798934228597e-05 
  340       8.368473031092e+03       1.166129434719e-09       2.795187581877e-05 
  341       8.397222923411e+03       1.156273257504e-09       2.790856414211e-05 
  342       8.425546402903e+03       1.146619656925e-09       2.785962416769e-05 
  343       8.453425283734e+03       1.137159222628e-09       2.780528306670e-05 
  344       8.480841081930e+03       1.127881703395e-09       2.774577842901e-05 
  345       8.507775013460e+03       1.118775984973e-09       2.768135842321e-05 
  346       8.534207992315e+03       1.109830067627e-09       2.761228195761e-05 
  347       8.560120628584e+03       1.101031043408e-09       2.753881884223e-05 
  348       8.585493226535e+03       1.092365073131e-09       2.746124995166e-05 
  349       8.610308452341e+03       1.083820440590e-09       2.737982384727e-05 
  350       8.634559463477e+03       1.075397044512e-09       2.729462331830e-05 
  351       8.658242113236e+03       1.067097645546e-09       2.720569086738e-05 
  352       8.681352312248e+03       1.058924852753e-09       2.711307154654e-05 
  353       8.703886029184e+03       1.050881117690e-09       2.701681299512e-05 
  354       8.725839291457e+03       1.042968728409e-09       2.691696547777e-05 
  355       8.747208185924e+03       1.035189803372e-09       2.681358192277e-05 
  356       8.767988859588e+03       1.027546285278e-09       2.670671796044e-05 
  357       8.788177520298e+03       1.020039934802e-09       2.659643196188e-05 
  358       8.807770437453e+03       1.012672324253e-09       2.648278507787e-05 
  359       8.826763942704e+03       1.005444831138e-09       2.636584127793e-05 
  360       8.845154430652e+03       9.983586316375e-10       2.624566738972e-05 
  361       8.862938359553e+03       9.914146940028e-10       2.612233313851e-05 
  362       8.880112252020e+03       9.846137718509e-10       2.599591118696e-05 
  363       8.896672695723e+03       9.779563973786e-10       2.586647717509e-05 
  364       8.912616344090e+03       9.714428744836e-10       2.573410976042e-05 
  365       8.927939917013e+03       9.650732717960e-10       2.559889065838e-05 
  366       8.942640201545e+03       9.588474156187e-10       2.546090468290e-05 
  367       8.956714052603e+03       9.527648827761e-10       2.532023978722e-05 
  368       8.970158393672e+03       9.468249933718e-10       2.517698710489e-05 
  369       8.982970217503e+03       9.410268034530e-10       2.503124099103e-05 
  370       8.995146586819e+03       9.353690975827e-10       2.488309906376e-05 
  371       9.006684635013e+03       9.298503813186e-10       2.473266224585e-05 
  372       9.017581566850e+03       9.244688735980e-10       2.458003480661e-05 
  373       9.027834659173e+03       9.192224990284e-10       2.442532440395e-05 
  374       9.037441261599e+03       9.141088800837e-10       2.426864212666e-05 
  375       9.046398797225e+03       9.091253292049e-10       2.411010253694e-05 
